"source","DOI","Authors","Year","Species","Life Stage","In vitro/in vivo","Sex","Experiment Type","Exposure Route","Particle Mix?","Negative Control","Reference Particle","Exposure Media","Solvent","Detergent","pH","Salinity (ppt)","Temperature (Avg)","Temperature (Min)","Temperature (Max)","Exposure Duration (days)","Number of Doses","Replicates","Sample Size","Dosing Frequency","Nominal Chemical Added","Nominal Chemical Added Dose","Nominal Chemical Added Dose Units","Measured Chemical Added","Measured Chemical Added Dose","Measured Chemical Added Dose Units","Selected Dose","Effect","Direction","Broad Endpoint Category","Specific Endpoint Category","Endpoint","Level of Biological Organization","Target Organelle, Cell, or Tissue","Polymer","Shape","Density (g/cm^3)","Density, reported or estimated","Charge","Zeta Potential (mV)","Zeta Potential Media","Functional Group","Particle Length (μm)","Size Category","Particle Volume (μm^3)","Particle Mass (mg)","Weathered or Biofouled?","Size Validated?","Polymer Validated?","Shape Validated","Particle Source","Sodium Azide Present?","Screened for Chemical Contamination?","Particle Cleaning?","Solvent Rinse","Background Contamination Monitored?","Concentration Validated?","Particle Behavior","Uptake Validated?","Tissue Distribution","Organisms Fed?"
"search","10.1166/jnn.2019.16347","Phuc",2019,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","DMEM","not_reported","not_reported",NA,NA,"37",NA,NA,1,3,"3","3",0,"not_applicable",NA,NA,NA,NA,NA,3000000000,"Yes","Decrease","Cytotoxicity","Cytotoxicity","Cytotoxicity","Cell","a431.cells","Polystyrene","Not Reported",1.07,"estimated",NA,NA,"not_reported","not_reported",NA,"Not Reported",NA,NA,"no","N","N","N","not_reported","unknown","N","not_cleaned","none","N","N","not_evaluated","Yes",NA,NA
"search","10.1166/jnn.2019.16347","Phuc",2019,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","DMEM egf","not_reported","not_reported",NA,NA,"37",NA,NA,1,3,"3","3",0,"not_applicable",NA,NA,NA,NA,NA,150000000,"No",NA,"Cell Growth and Proliferation","Proliferation","Proliferation","Cell","a431.cells","Polystyrene","Not Reported",1.07,"estimated",NA,NA,"not_reported","not_reported",NA,"Not Reported",NA,NA,"no","N","N","N","not_reported","unknown","N","not_cleaned","none","N","N","not_evaluated","Yes",NA,NA
"search","10.1166/jnn.2019.16347","Phuc",2019,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","DMEM egf","not_reported","not_reported",NA,NA,"37",NA,NA,1,3,"3","3",0,"not_applicable",NA,NA,NA,NA,NA,1500000000,"No",NA,"Cell Growth and Proliferation","Proliferation","Proliferation","Cell","a431.cells","Polystyrene","Not Reported",1.07,"estimated",NA,NA,"not_reported","not_reported",NA,"Not Reported",NA,NA,"no","N","N","N","not_reported","unknown","N","not_cleaned","none","N","N","not_evaluated","Yes",NA,NA
"search","10.1166/jnn.2019.16347","Phuc",2019,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","DMEM egf","not_reported","not_reported",NA,NA,"37",NA,NA,1,3,"3","3",0,"not_applicable",NA,NA,NA,NA,NA,3000000000,"Yes","Decrease","Cell Growth and Proliferation","Proliferation","Proliferation","Cell","a431.cells","Polystyrene","Not Reported",1.07,"estimated",NA,NA,"not_reported","not_reported",NA,"Not Reported",NA,NA,"no","N","N","N","not_reported","unknown","N","not_cleaned","none","N","N","not_evaluated","Yes",NA,NA
"search","10.1166/jnn.2019.16347","Phuc",2019,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","DMEM","not_reported","not_reported",NA,NA,"37",NA,NA,1,3,"3","3",0,"not_applicable",NA,NA,NA,NA,NA,150000000,"Yes","Increase","Cell Growth and Proliferation","Proliferation","Proliferation","Cell","a431.cells","Polystyrene","Not Reported",1.07,"estimated",NA,NA,"not_reported","not_reported",NA,"Not Reported",NA,NA,"no","N","N","N","not_reported","unknown","N","not_cleaned","none","N","N","not_evaluated","Yes",NA,NA
"search","10.1166/jnn.2019.16347","Phuc",2019,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","DMEM","not_reported","not_reported",NA,NA,"37",NA,NA,1,3,"3","3",0,"not_applicable",NA,NA,NA,NA,NA,1500000000,"No",NA,"Cell Growth and Proliferation","Proliferation","Proliferation","Cell","a431.cells","Polystyrene","Not Reported",1.07,"estimated",NA,NA,"not_reported","not_reported",NA,"Not Reported",NA,NA,"no","N","N","N","not_reported","unknown","N","not_cleaned","none","N","N","not_evaluated","Yes",NA,NA
"search","10.1166/jnn.2019.16347","Phuc",2019,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","DMEM","not_reported","not_reported",NA,NA,"37",NA,NA,1,3,"3","3",0,"not_applicable",NA,NA,NA,NA,NA,3000000000,"No",NA,"Cell Growth and Proliferation","Proliferation","Proliferation","Cell","a431.cells","Polystyrene","Not Reported",1.07,"estimated",NA,NA,"not_reported","not_reported",NA,"Not Reported",NA,NA,"no","N","N","N","not_reported","unknown","N","not_cleaned","none","N","N","not_evaluated","Yes",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Immune","Inflammation","IL1b Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Polyamide","Fragment",1.14,"reported",NA,NA,"not_reported","not_reported",76,"1µm < 100µm",91305.5020043446,4.19e-5,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Immune","Inflammation","IL8 Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Polyamide","Fragment",1.14,"reported",NA,NA,"not_reported","not_reported",76,"1µm < 100µm",91305.5020043446,4.19e-5,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Immune","Inflammation","TNFa Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Polyamide","Fragment",1.14,"reported",NA,NA,"not_reported","not_reported",76,"1µm < 100µm",91305.5020043446,4.19e-5,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Metabolism","Energy Metabolism","Lactate Dehydrogenase Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Polyamide","Fragment",1.14,"reported",NA,NA,"not_reported","not_reported",76,"1µm < 100µm",91305.5020043446,4.19e-5,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Alimentary, Excretory","Intestinal Permeability","Transepithelial Electric Resistance","Subcell","caco2HT29mtxe12mddcmdm.cells","Polyamide","Fragment",1.14,"reported",NA,NA,"not_reported","not_reported",76,"1µm < 100µm",91305.5020043446,4.19e-5,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Immune","Inflammation","IL1b Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Tire Rubber","Fragment",NA,NA,NA,NA,"not_reported","not_reported",155,"100µm < 1mm",774553.2244961655,NA,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Immune","Inflammation","IL8 Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Tire Rubber","Fragment",NA,NA,NA,NA,"not_reported","not_reported",155,"100µm < 1mm",774553.2244961655,NA,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Immune","Inflammation","TNFa Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Tire Rubber","Fragment",NA,NA,NA,NA,"not_reported","not_reported",155,"100µm < 1mm",774553.2244961655,NA,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Metabolism","Energy Metabolism","Lactate Dehydrogenase Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Tire Rubber","Fragment",NA,NA,NA,NA,"not_reported","not_reported",155,"100µm < 1mm",774553.2244961655,NA,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Alimentary, Excretory","Intestinal Permeability","Transepithelial Electric Resistance","Subcell","caco2HT29mtxe12mddcmdm.cells","Tire Rubber","Fragment",NA,NA,NA,NA,"not_reported","not_reported",155,"100µm < 1mm",774553.2244961655,NA,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Immune","Inflammation","IL1b Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Polyurathane","Fragment",1.15,"reported",NA,NA,"not_reported","not_reported",272,"100µm < 1mm",4185649.745769074,0.001938756,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Immune","Inflammation","IL8 Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Polyurathane","Fragment",1.15,"reported",NA,NA,"not_reported","not_reported",272,"100µm < 1mm",4185649.745769074,0.001938756,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Immune","Inflammation","TNFa Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Polyurathane","Fragment",1.15,"reported",NA,NA,"not_reported","not_reported",272,"100µm < 1mm",4185649.745769074,0.001938756,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Metabolism","Energy Metabolism","Lactate Dehydrogenase Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Polyurathane","Fragment",1.15,"reported",NA,NA,"not_reported","not_reported",272,"100µm < 1mm",4185649.745769074,0.001938756,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Alimentary, Excretory","Intestinal Permeability","Transepithelial Electric Resistance","Subcell","caco2HT29mtxe12mddcmdm.cells","Polyurathane","Fragment",1.15,"reported",NA,NA,"not_reported","not_reported",272,"100µm < 1mm",4185649.745769074,0.001938756,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Immune","Inflammation","IL1b Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Polyurathane","Fragment",1.19,"reported",NA,NA,"not_reported","not_reported",292,"100µm < 1mm",5178508.889520939,0.002482071,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Immune","Inflammation","IL8 Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Polyurathane","Fragment",1.19,"reported",NA,NA,"not_reported","not_reported",292,"100µm < 1mm",5178508.889520939,0.002482071,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Immune","Inflammation","TNFa Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Polyurathane","Fragment",1.19,"reported",NA,NA,"not_reported","not_reported",292,"100µm < 1mm",5178508.889520939,0.002482071,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Metabolism","Energy Metabolism","Lactate Dehydrogenase Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Polyurathane","Fragment",1.19,"reported",NA,NA,"not_reported","not_reported",292,"100µm < 1mm",5178508.889520939,0.002482071,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Alimentary, Excretory","Intestinal Permeability","Transepithelial Electric Resistance","Subcell","caco2HT29mtxe12mddcmdm.cells","Polyurathane","Fragment",1.19,"reported",NA,NA,"not_reported","not_reported",292,"100µm < 1mm",5178508.889520939,0.002482071,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Immune","Inflammation","IL1b Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Polypropylene","Fragment",0.95,"reported",NA,NA,"not_reported","not_reported",306,"100µm < 1mm",5959645.829425108,0.002280376,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Immune","Inflammation","IL8 Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Polypropylene","Fragment",0.95,"reported",NA,NA,"not_reported","not_reported",306,"100µm < 1mm",5959645.829425108,0.002280376,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Immune","Inflammation","TNFa Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Polypropylene","Fragment",0.95,"reported",NA,NA,"not_reported","not_reported",306,"100µm < 1mm",5959645.829425108,0.002280376,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Metabolism","Energy Metabolism","Lactate Dehydrogenase Release","Subcell","caco2HT29mtxe12mddcmdm.cells","Polypropylene","Fragment",0.95,"reported",NA,NA,"not_reported","not_reported",306,"100µm < 1mm",5959645.829425108,0.002280376,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search","10.1007/s00204-020-02750-1","Lehner",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","yes","DMEM medium","not_reported","not_reported",NA,NA,NA,NA,NA,2,1,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Alimentary, Excretory","Intestinal Permeability","Transepithelial Electric Resistance","Subcell","caco2HT29mtxe12mddcmdm.cells","Polypropylene","Fragment",0.95,"reported",NA,NA,"not_reported","not_reported",306,"100µm < 1mm",5959645.829425108,0.002280376,"no","Y","N","Y","lab","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,NA
"search,he","10.1016/j.biomaterials.2011.07.037","Liu",2011,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","DMEM","not_reported","not_reported",NA,NA,"37",NA,NA,1,2,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,47829039.87985345,"No",NA,"Cell Growth and Proliferation","Apoptosis and Cell Cycle","Cell Cycle","Cell","nih3t3.cells","Polystyrene","Sphere",1.07,"estimated","negative","-23.6","artificial.medium","COOH",0.05714,"1nm < 100nm",9.77e-5,1.05e-13,"no","Y","N","Y","commercial","unknown","N","not_cleaned","none","N","N","uniformly_dispersed","Yes",NA,NA
"search,he","10.1016/j.biomaterials.2011.07.037","Liu",2011,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","DMEM","not_reported","not_reported",NA,NA,"37",NA,NA,1,2,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,95658079.7597069,"No",NA,"Cell Growth and Proliferation","Apoptosis and Cell Cycle","Cell Cycle","Cell","nih3t3.cells","Polystyrene","Sphere",1.07,"estimated","negative","-23.6","artificial.medium","COOH",0.05714,"1nm < 100nm",9.77e-5,1.05e-13,"no","Y","N","Y","commercial","unknown","N","not_cleaned","none","N","N","uniformly_dispersed","Yes",NA,NA
"search,he","10.1016/j.biomaterials.2011.07.037","Liu",2011,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","DMEM","not_reported","not_reported",NA,NA,"37",NA,NA,1,2,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,47829039.87985345,"No",NA,"Cell Growth and Proliferation","Apoptosis and Cell Cycle","Cell Cycle","Cell","hela.cells","Polystyrene","Sphere",1.07,"estimated","negative","-23.6","artificial.medium","COOH",0.05714,"1nm < 100nm",9.77e-5,1.05e-13,"no","Y","N","Y","commercial","unknown","N","not_cleaned","none","N","N","uniformly_dispersed","Yes",NA,NA
"search,he","10.1016/j.biomaterials.2011.07.037","Liu",2011,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","DMEM","not_reported","not_reported",NA,NA,"37",NA,NA,1,2,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,95658079.7597069,"No",NA,"Cell Growth and Proliferation","Apoptosis and Cell Cycle","Cell Cycle","Cell","hela.cells","Polystyrene","Sphere",1.07,"estimated","negative","-23.6","artificial.medium","COOH",0.05714,"1nm < 100nm",9.77e-5,1.05e-13,"no","Y","N","Y","commercial","unknown","N","not_cleaned","none","N","N","uniformly_dispersed","Yes",NA,NA
"search,he","10.1016/j.biomaterials.2011.07.037","Liu",2011,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","DMEM","not_reported","not_reported",NA,NA,"37",NA,NA,1,2,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,47829039.87985345,"No",NA,"Cell Growth and Proliferation","Apoptosis and Cell Cycle","Cylin D protein expression","Cell","hela.cells","Polystyrene","Sphere",1.07,"estimated","negative","-23.6","artificial.medium","COOH",0.05714,"1nm < 100nm",9.77e-5,1.05e-13,"no","Y","N","Y","commercial","unknown","N","not_cleaned","none","N","N","uniformly_dispersed","Yes",NA,NA
"search,he","10.1016/j.biomaterials.2011.07.037","Liu",2011,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","DMEM","not_reported","not_reported",NA,NA,"37",NA,NA,1,2,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,95658079.7597069,"No",NA,"Cell Growth and Proliferation","Apoptosis and Cell Cycle","Cylin D protein expression","Cell","hela.cells","Polystyrene","Sphere",1.07,"estimated","negative","-23.6","artificial.medium","COOH",0.05714,"1nm < 100nm",9.77e-5,1.05e-13,"no","Y","N","Y","commercial","unknown","N","not_cleaned","none","N","N","uniformly_dispersed","Yes",NA,NA
"search,he","10.1016/j.biomaterials.2011.07.037","Liu",2011,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","DMEM","not_reported","not_reported",NA,NA,"37",NA,NA,1,2,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,47829039.87985345,"No",NA,"Cell Growth and Proliferation","Apoptosis and Cell Cycle","cyclin e protein expression","Cell","hela.cells","Polystyrene","Sphere",1.07,"estimated","negative","-23.6","artificial.medium","COOH",0.05714,"1nm < 100nm",9.77e-5,1.05e-13,"no","Y","N","Y","commercial","unknown","N","not_cleaned","none","N","N","uniformly_dispersed","Yes",NA,NA
"search,he","10.1016/j.biomaterials.2011.07.037","Liu",2011,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","DMEM","not_reported","not_reported",NA,NA,"37",NA,NA,1,2,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,95658079.7597069,"No",NA,"Cell Growth and Proliferation","Apoptosis and Cell Cycle","cyclin e protein expression","Cell","hela.cells","Polystyrene","Sphere",1.07,"estimated","negative","-23.6","artificial.medium","COOH",0.05714,"1nm < 100nm",9.77e-5,1.05e-13,"no","Y","N","Y","commercial","unknown","N","not_cleaned","none","N","N","uniformly_dispersed","Yes",NA,NA
"search,he","10.1016/j.biomaterials.2011.07.037","Liu",2011,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","DMEM","not_reported","not_reported",NA,NA,"37",NA,NA,3,2,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,47829039.87985345,"No",NA,"Cytotoxicity","Cytotoxicity","Cytotoxicity","Cell","nih3t3.cells","Polystyrene","Sphere",1.07,"estimated","negative","-23.6","artificial.medium","COOH",0.05714,"1nm < 100nm",9.77e-5,1.05e-13,"no","Y","N","Y","commercial","unknown","N","not_cleaned","none","N","N","uniformly_dispersed","Yes",NA,NA
"search,he","10.1016/j.biomaterials.2011.07.037","Liu",2011,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","DMEM","not_reported","not_reported",NA,NA,"37",NA,NA,3,2,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,478290398.7985346,"Yes","Increase","Cytotoxicity","Cytotoxicity","Cytotoxicity","Cell","nih3t3.cells","Polystyrene","Sphere",1.07,"estimated","negative","-23.6","artificial.medium","COOH",0.05714,"1nm < 100nm",9.77e-5,1.05e-13,"no","Y","N","Y","commercial","unknown","N","not_cleaned","none","N","N","uniformly_dispersed","Yes",NA,NA
"search,he","10.1016/j.biomaterials.2011.07.037","Liu",2011,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","DMEM","not_reported","not_reported",NA,NA,"37",NA,NA,3,2,"3","1",0,"not_applicable",NA,NA,NA,NA,NA,47829039.87985345,"No",NA,"Cytotoxicity","Cytotoxicity","Cytotoxicity","Cell","hela.cells","Polystyrene","Sphere",1.07,"estimated","negative","-23.6","artificial.medium","COOH",0.05714,"1nm < 100nm",9.77e-5,1.05e-13,"no","Y","N","Y","commercial","unknown","N","not_cleaned","none","N","N","uniformly_dispersed","Yes",NA,NA
