"source","DOI","Authors","Year","Species","Life Stage","In vitro/in vivo","Sex","Experiment Type","Exposure Route","Particle Mix?","Negative Control","Reference Particle","Exposure Media","Solvent","Detergent","pH","Salinity (ppt)","Temperature (Avg)","Temperature (Min)","Temperature (Max)","Exposure Duration (days)","Number of Doses","Replicates","Sample Size","Dosing Frequency","Nominal Chemical Added","Nominal Chemical Added Dose","Nominal Chemical Added Dose Units","Measured Chemical Added","Measured Chemical Added Dose","Measured Chemical Added Dose Units","Selected Dose","Effect","Direction","Broad Endpoint Category","Specific Endpoint Category","Endpoint","Level of Biological Organization","Target Organelle, Cell, or Tissue","Polymer","Shape","Density (g/cm^3)","Density, reported or estimated","Charge","Zeta Potential (mV)","Zeta Potential Media","Functional Group","Particle Length (μm)","Size Category","Particle Volume (μm^3)","Particle Mass (mg)","Weathered or Biofouled?","Size Validated?","Polymer Validated?","Shape Validated","Particle Source","Sodium Azide Present?","Screened for Chemical Contamination?","Particle Cleaning?","Solvent Rinse","Background Contamination Monitored?","Concentration Validated?","Particle Behavior","Uptake Validated?","Tissue Distribution","Organisms Fed?"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","M","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,2270,"Yes","Decrease","Immune","Immune Cells","CD11b-/CD11c+ Ratio","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","Y","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,141.875,"No",NA,"Immune","Immune Cells","Natural Killer Cell Count","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,567.5,"Yes","Increase","Immune","Immune Cells","Natural Killer Cell Count","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,2270,"No",NA,"Immune","Immune Cells","Natural Killer Cell Count","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","Y","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,141.875,"Yes","Increase","Immune","Immune Cells","Invariant Natural Killer Cells","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,567.5,"Yes","Increase","Immune","Immune Cells","Invariant Natural Killer Cells","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,2270,"Yes","Increase","Immune","Immune Cells","Invariant Natural Killer Cells","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","Y","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,141.875,"No",NA,"Immune","Immune Cells","T Cell Count","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,567.5,"No",NA,"Immune","Immune Cells","T Cell Count","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,2270,"Yes","Decrease","Immune","Immune Cells","T Cell Count","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","Y","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,141.875,"No",NA,"Immune","Immune Cells","B Cells","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,567.5,"Yes","Decrease","Immune","Immune Cells","B Cells","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,2270,"Yes","Increase","Immune","Immune Cells","B Cells","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","Y","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,141.875,"Yes","Decrease","Immune","Immune Cells","CD4+/CD8+ Ratio","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,567.5,"No",NA,"Immune","Immune Cells","CD4+/CD8+ Ratio","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,2270,"Yes","Increase","Immune","Immune Cells","CD4+/CD8+ Ratio","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","Y","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,141.875,"No",NA,"Immune","Immune Cells","CD11b+/CD11c- Ratio","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,567.5,"No",NA,"Immune","Immune Cells","CD11b+/CD11c- Ratio","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,2270,"Yes","Increase","Immune","Immune Cells","CD11b+/CD11c- Ratio","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","Y","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,141.875,"Yes","Decrease","Immune","Immune Cells","CD11b+/CD11c+ Ratio","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,567.5,"No",NA,"Immune","Immune Cells","CD11b+/CD11c+ Ratio","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,2270,"Yes","Decrease","Immune","Immune Cells","CD11b+/CD11c+ Ratio","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","Y","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,141.875,"Yes","Increase","Immune","Immune Cells","CD11b-/CD11c+ Ratio","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,567.5,"Yes","Increase","Immune","Immune Cells","CD11b-/CD11c+ Ratio","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.toxlet.2020.01.008","Park",2020,"(Mouse) Mus musculus","Early, F1 Generation","In Vivo","F","Particle Only","Gestation & Lactation","no","yes","no","drinking water","not_reported","not_reported",NA,NA,"23",NA,NA,90,3,"1","10",1,"not_applicable",NA,NA,NA,NA,NA,2270,"Yes","Increase","Immune","Immune Cells","CD11b-/CD11c+ Ratio","Cell","spleen","Polyethylene","Fragment",0.935,"estimated",NA,NA,"not_reported","acid.hydroxy.groups",16.9,"1µm < 100µm",1003.9597126587522,3.78e-7,"no","Y","N","Y","modified","no","N","not_cleaned","none","N","Y","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.envpol.2020.114158","Amereh",2020,"(Rat) Rattus norvegicus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","distilled water","not_reported","not_reported",NA,NA,"22",NA,NA,35,4,"1","6",1,"not_applicable",NA,NA,NA,NA,NA,NA,"Yes","Decrease","Endocrine Signaling","Reproductive Endocrine Signaling","Testosterone Concentration","Subcell","serum","Polystyrene","Sphere",1.07,"estimated","negative","-9.27","distilled.water","not_reported",0.03892,"1nm < 100nm",3.09e-5,3.3e-14,"no","Y","N","N","commercial","unknown","N","not_cleaned","none","N","N","not_evaluated","Yes","testes","Y"
"workshop","10.1016/j.envpol.2020.114158","Amereh",2020,"(Rat) Rattus norvegicus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","distilled water","not_reported","not_reported",NA,NA,"22",NA,NA,35,4,"1","6",1,"not_applicable",NA,NA,NA,NA,NA,NA,"Yes","Decrease","Endocrine Signaling","Reproductive Endocrine Signaling","Testosterone Concentration","Subcell","serum","Polystyrene","Sphere",1.07,"estimated","negative","-9.27","distilled.water","not_reported",0.03892,"1nm < 100nm",3.09e-5,3.3e-14,"no","Y","N","N","commercial","unknown","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.envpol.2020.114158","Amereh",2020,"(Rat) Rattus norvegicus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","distilled water","not_reported","not_reported",NA,NA,"22",NA,NA,35,4,"1","6",1,"not_applicable",NA,NA,NA,NA,NA,NA,"Yes","Decrease","Endocrine Signaling","Reproductive Endocrine Signaling","Testosterone Concentration","Subcell","serum","Polystyrene","Sphere",1.07,"estimated","negative","-9.27","distilled.water","not_reported",0.03892,"1nm < 100nm",3.09e-5,3.3e-14,"no","Y","N","N","commercial","unknown","N","not_cleaned","none","N","N","not_evaluated","Yes","testes","Y"
"workshop","10.1016/j.envpol.2020.114158","Amereh",2020,"(Rat) Rattus norvegicus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","distilled water","not_reported","not_reported",NA,NA,"22",NA,NA,35,4,"1","6",1,"not_applicable",NA,NA,NA,NA,NA,NA,"Yes","Decrease","Endocrine Signaling","Reproductive Endocrine Signaling","Testosterone Concentration","Subcell","serum","Polystyrene","Sphere",1.07,"estimated","negative","-9.27","distilled.water","not_reported",0.03892,"1nm < 100nm",3.09e-5,3.3e-14,"no","Y","N","N","commercial","unknown","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.envpol.2020.114158","Amereh",2020,"(Rat) Rattus norvegicus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","distilled water","not_reported","not_reported",NA,NA,"22",NA,NA,35,4,"1","6",1,"not_applicable",NA,NA,NA,NA,NA,NA,"Yes","Decrease","Endocrine Signaling","Reproductive Endocrine Signaling","Luteinizinghormone Concentration","Subcell","serum","Polystyrene","Sphere",1.07,"estimated","negative","-9.27","distilled.water","not_reported",0.03892,"1nm < 100nm",3.09e-5,3.3e-14,"no","Y","N","N","commercial","unknown","N","not_cleaned","none","N","N","not_evaluated","Yes","testes","Y"
"workshop","10.1016/j.envpol.2020.114158","Amereh",2020,"(Rat) Rattus norvegicus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","distilled water","not_reported","not_reported",NA,NA,"22",NA,NA,35,4,"1","6",1,"not_applicable",NA,NA,NA,NA,NA,NA,"Yes","Decrease","Endocrine Signaling","Reproductive Endocrine Signaling","Luteinizinghormone Concentration","Subcell","serum","Polystyrene","Sphere",1.07,"estimated","negative","-9.27","distilled.water","not_reported",0.03892,"1nm < 100nm",3.09e-5,3.3e-14,"no","Y","N","N","commercial","unknown","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.envpol.2020.114158","Amereh",2020,"(Rat) Rattus norvegicus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","distilled water","not_reported","not_reported",NA,NA,"22",NA,NA,35,4,"1","6",1,"not_applicable",NA,NA,NA,NA,NA,NA,"Yes","Decrease","Endocrine Signaling","Reproductive Endocrine Signaling","Luteinizinghormone Concentration","Subcell","serum","Polystyrene","Sphere",1.07,"estimated","negative","-9.27","distilled.water","not_reported",0.03892,"1nm < 100nm",3.09e-5,3.3e-14,"no","Y","N","N","commercial","unknown","N","not_cleaned","none","N","N","not_evaluated","Yes","testes","Y"
"workshop","10.1016/j.envpol.2020.114158","Amereh",2020,"(Rat) Rattus norvegicus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","distilled water","not_reported","not_reported",NA,NA,"22",NA,NA,35,4,"1","6",1,"not_applicable",NA,NA,NA,NA,NA,NA,"Yes","Decrease","Endocrine Signaling","Reproductive Endocrine Signaling","Luteinizinghormone Concentration","Subcell","serum","Polystyrene","Sphere",1.07,"estimated","negative","-9.27","distilled.water","not_reported",0.03892,"1nm < 100nm",3.09e-5,3.3e-14,"no","Y","N","N","commercial","unknown","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.envpol.2020.114158","Amereh",2020,"(Rat) Rattus norvegicus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","distilled water","not_reported","not_reported",NA,NA,"22",NA,NA,35,4,"1","6",1,"not_applicable",NA,NA,NA,NA,NA,NA,"Yes","Decrease","Endocrine Signaling","Reproductive Endocrine Signaling","Follicle Stimulating Hormone Concentration","Subcell","serum","Polystyrene","Sphere",1.07,"estimated","negative","-9.27","distilled.water","not_reported",0.03892,"1nm < 100nm",3.09e-5,3.3e-14,"no","Y","N","N","commercial","unknown","N","not_cleaned","none","N","N","not_evaluated","Yes","testes","Y"
"workshop","10.1016/j.envpol.2020.114158","Amereh",2020,"(Rat) Rattus norvegicus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","distilled water","not_reported","not_reported",NA,NA,"22",NA,NA,35,4,"1","6",1,"not_applicable",NA,NA,NA,NA,NA,NA,"Yes","Decrease","Endocrine Signaling","Reproductive Endocrine Signaling","Follicle Stimulating Hormone Concentration","Subcell","serum","Polystyrene","Sphere",1.07,"estimated","negative","-9.27","distilled.water","not_reported",0.03892,"1nm < 100nm",3.09e-5,3.3e-14,"no","Y","N","N","commercial","unknown","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.envpol.2020.114158","Amereh",2020,"(Rat) Rattus norvegicus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","distilled water","not_reported","not_reported",NA,NA,"22",NA,NA,35,4,"1","6",1,"not_applicable",NA,NA,NA,NA,NA,NA,"Yes","Decrease","Endocrine Signaling","Reproductive Endocrine Signaling","Follicle Stimulating Hormone Concentration","Subcell","serum","Polystyrene","Sphere",1.07,"estimated","negative","-9.27","distilled.water","not_reported",0.03892,"1nm < 100nm",3.09e-5,3.3e-14,"no","Y","N","N","commercial","unknown","N","not_cleaned","none","N","N","not_evaluated","Yes","testes","Y"
"workshop","10.1016/j.envpol.2020.114158","Amereh",2020,"(Rat) Rattus norvegicus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","distilled water","not_reported","not_reported",NA,NA,"22",NA,NA,35,4,"1","6",1,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Endocrine Signaling","Reproductive Endocrine Signaling","Follicle Stimulating Hormone Concentration","Subcell","serum","Polystyrene","Sphere",1.07,"estimated","negative","-9.27","distilled.water","not_reported",0.03892,"1nm < 100nm",3.09e-5,3.3e-14,"no","Y","N","N","commercial","unknown","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.envpol.2020.114158","Amereh",2020,"(Rat) Rattus norvegicus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","distilled water","not_reported","not_reported",NA,NA,"22",NA,NA,35,4,"1","6",1,"not_applicable",NA,NA,NA,NA,NA,NA,"Yes","Decrease","Fitness","Reproduction","Sperm Count","Cell","sperm","Polystyrene","Sphere",1.07,"estimated","negative","-9.27","distilled.water","not_reported",0.03892,"1nm < 100nm",3.09e-5,3.3e-14,"no","Y","N","N","commercial","unknown","N","not_cleaned","none","N","N","not_evaluated","Yes","testes","Y"
"workshop","10.1016/j.envpol.2020.114158","Amereh",2020,"(Rat) Rattus norvegicus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","distilled water","not_reported","not_reported",NA,NA,"22",NA,NA,35,4,"1","6",1,"not_applicable",NA,NA,NA,NA,NA,NA,"Yes","Decrease","Fitness","Reproduction","Sperm Count","Cell","sperm","Polystyrene","Sphere",1.07,"estimated","negative","-9.27","distilled.water","not_reported",0.03892,"1nm < 100nm",3.09e-5,3.3e-14,"no","Y","N","N","commercial","unknown","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.envpol.2020.114158","Amereh",2020,"(Rat) Rattus norvegicus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","distilled water","not_reported","not_reported",NA,NA,"22",NA,NA,35,4,"1","6",1,"not_applicable",NA,NA,NA,NA,NA,NA,"Yes","Decrease","Fitness","Reproduction","Sperm Count","Cell","sperm","Polystyrene","Sphere",1.07,"estimated","negative","-9.27","distilled.water","not_reported",0.03892,"1nm < 100nm",3.09e-5,3.3e-14,"no","Y","N","N","commercial","unknown","N","not_cleaned","none","N","N","not_evaluated","Yes","testes","Y"
"workshop","10.1016/j.envpol.2020.114158","Amereh",2020,"(Rat) Rattus norvegicus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","distilled water","not_reported","not_reported",NA,NA,"22",NA,NA,35,4,"1","6",1,"not_applicable",NA,NA,NA,NA,NA,NA,"Yes","Decrease","Fitness","Reproduction","Sperm Count","Cell","sperm","Polystyrene","Sphere",1.07,"estimated","negative","-9.27","distilled.water","not_reported",0.03892,"1nm < 100nm",3.09e-5,3.3e-14,"no","Y","N","N","commercial","unknown","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y"
"workshop","10.1016/j.envpol.2020.114158","Amereh",2020,"(Rat) Rattus norvegicus","Adult","In Vivo","M","Particle Only","Gavage","no","yes","no","distilled water","not_reported","not_reported",NA,NA,"22",NA,NA,35,4,"1","6",1,"not_applicable",NA,NA,NA,NA,NA,NA,"No",NA,"Fitness","Reproduction","Sperm Motility","Cell","sperm","Polystyrene","Sphere",1.07,"estimated","negative","-9.27","distilled.water","not_reported",0.03892,"1nm < 100nm",3.09e-5,3.3e-14,"no","Y","N","N","commercial","unknown","N","not_cleaned","none","N","N","not_evaluated","Yes","testes","Y"
