microplastics_measurement,unit,concentration_class_range,mesh_size_mm,lat,lon
0.0,pieces/m3,0-0.0005,0.335,45.28,-60.29
0.002276,pieces/m3,0.0005-0.005,0.335,40.93,-70.65
0.00432,pieces/m3,0.0005-0.005,0.335,40.93,-70.65
0.0,pieces/m3,0-0.0005,0.335,40.3,-69.77
0.0,pieces/m3,0-0.0005,0.335,39.88,-67.15
0.043196,pieces/m3,0.005-1,0.335,37.83,-63.73
0.535636,pieces/m3,0.005-1,0.335,37.83,-63.73
0.069116,pieces/m3,0.005-1,0.335,36.9,-63.38
0.084232,pieces/m3,0.005-1,0.335,36.9,-63.38
0.299496,pieces/m3,0.005-1,0.335,35.7,-61.98
0.01152,pieces/m3,0.005-1,0.335,34.7,-61.98
0.035992,pieces/m3,0.005-1,0.335,34.87,-57.38
0.00864,pieces/m3,0.005-1,0.335,34.87,-57.38
0.028232,pieces/m3,0.005-1,0.335,32.65,-57.2
0.151188,pieces/m3,0.005-1,0.335,32.65,-57.2
0.0368,pieces/m3,0.005-1,0.335,22.9,-59.27
0.011628,pieces/m3,0.005-1,0.335,22.9,-59.27
0.0,pieces/m3,0-0.0005,0.335,17.8,-64.32
0.0,pieces/m3,0-0.0005,0.335,17.0,-63.72
0.00576,pieces/m3,0.005-1,0.335,17.0,-63.72
0.00432,pieces/m3,0.0005-0.005,0.335,16.47,-63.63
0.00648,pieces/m3,0.005-1,0.335,16.47,-63.63
0.00216,pieces/m3,0.0005-0.005,0.335,16.63,-63.5
0.00432,pieces/m3,0.0005-0.005,0.335,16.63,-63.5
0.0,pieces/m3,0-0.0005,0.335,16.6,-63.07
0.0036,pieces/m3,0.0005-0.005,0.335,16.6,-63.07
0.01512,pieces/m3,0.005-1,0.335,16.97,-62.68
0.0,pieces/m3,0-0.0005,0.335,16.97,-62.68
0.00648,pieces/m3,0.005-1,0.335,16.08,-62.2
0.0108,pieces/m3,0.005-1,0.335,16.08,-62.2
0.0,pieces/m3,0-0.0005,0.335,15.55,-62.17
0.00864,pieces/m3,0.005-1,0.335,15.55,-62.17
0.0,pieces/m3,0-0.0005,0.335,15.1,-61.98
0.0,pieces/m3,0-0.0005,0.335,13.98,-61.7
0.0,pieces/m3,0-0.0005,0.335,12.22,-61.77
0.00648,pieces/m3,0.005-1,0.335,12.22,-61.77
0.0,pieces/m3,0-0.0005,0.335,12.48,-61.47
0.0,pieces/m3,0-0.0005,0.335,12.65,-62.57
0.00216,pieces/m3,0.0005-0.005,0.335,12.65,-62.57
0.0,pieces/m3,0-0.0005,0.335,13.05,-63.12
0.008232,pieces/m3,0.005-1,0.335,13.5,-63.35
0.0,pieces/m3,0-0.0005,0.335,13.5,-63.35
0.0,pieces/m3,0-0.0005,0.335,14.68,-64.43
0.0,pieces/m3,0-0.0005,0.335,15.8,-65.3
0.00432,pieces/m3,0.0005-0.005,0.335,16.48,-65.9
0.0027,pieces/m3,0.0005-0.005,0.335,16.6,-66.1
0.0,pieces/m3,0-0.0005,0.335,16.6,-66.1
0.0108,pieces/m3,0.005-1,0.335,17.23,-66.87
0.00432,pieces/m3,0.0005-0.005,0.335,17.23,-66.87
0.0,pieces/m3,0-0.0005,0.335,17.9,-67.62
0.0,pieces/m3,0-0.0005,0.335,17.9,-67.82
0.0,pieces/m3,0-0.0005,0.335,18.03,-68.42
0.0,pieces/m3,0-0.0005,0.335,17.4,-68.78
0.00432,pieces/m3,0.0005-0.005,0.335,17.87,-70.4
0.0,pieces/m3,0-0.0005,0.335,17.87,-70.4
0.0,pieces/m3,0-0.0005,0.335,16.68,-71.35
0.0,pieces/m3,0-0.0005,0.335,17.35,-72.5
0.0,pieces/m3,0-0.0005,0.335,16.22,-74.47
0.00648,pieces/m3,0.005-1,0.335,16.25,-74.98
0.00432,pieces/m3,0.0005-0.005,0.335,16.25,-74.98
0.0,pieces/m3,0-0.0005,0.335,16.48,-76.0
0.0,pieces/m3,0-0.0005,0.335,16.88,-77.5
0.0216,pieces/m3,0.005-1,0.335,26.28,-78.62
0.0,pieces/m3,0-0.0005,0.335,25.37,-76.0
0.0,pieces/m3,0-0.0005,0.335,22.27,-73.75
0.049676,pieces/m3,0.005-1,0.335,22.8,-73.8
0.0,pieces/m3,0-0.0005,0.335,22.86,-73.86
0.00648,pieces/m3,0.005-1,0.335,23.17,-73.78
0.00432,pieces/m3,0.0005-0.005,0.335,23.17,-73.78
0.0,pieces/m3,0-0.0005,0.335,23.63,-73.75
0.0,pieces/m3,0-0.0005,0.335,24.03,-74.04
0.001168,pieces/m3,0.0005-0.005,0.335,24.22,-74.4
0.00648,pieces/m3,0.005-1,0.335,24.22,-74.4
0.0,pieces/m3,0-0.0005,0.335,24.91,-74.4
0.00864,pieces/m3,0.005-1,0.335,24.78,-74.37
0.00864,pieces/m3,0.005-1,0.335,24.83,-74.42
0.0,pieces/m3,0-0.0005,0.335,24.83,-74.42
0.00648,pieces/m3,0.005-1,0.335,25.58,-74.8
0.028076,pieces/m3,0.005-1,0.335,25.58,-74.8
0.058316,pieces/m3,0.005-1,0.335,26.14,-74.87
0.069116,pieces/m3,0.005-1,0.335,26.14,-74.87
0.018,pieces/m3,0.005-1,0.335,26.58,-75.04
0.0,pieces/m3,0-0.0005,0.335,27.4,-74.08
0.0,pieces/m3,0-0.0005,0.335,28.45,-71.93
0.064796,pieces/m3,0.005-1,0.335,28.74,-71.72
0.0,pieces/m3,0-0.0005,0.335,29.14,-71.19
0.028076,pieces/m3,0.005-1,0.335,30.5,-69.13
0.794816,pieces/m3,0.005-1,0.335,31.16,-67.29
0.025916,pieces/m3,0.005-1,0.335,31.72,-65.07
0.0,pieces/m3,0-0.0005,0.335,44.55,-62.69
0.0,pieces/m3,0-0.0005,0.335,42.9,-64.04
0.00216,pieces/m3,0.0005-0.005,0.335,42.9,-64.04
0.0,pieces/m3,0-0.0005,0.335,42.71,-65.39
0.0,pieces/m3,0-0.0005,0.335,42.74,-70.31
0.00216,pieces/m3,0.0005-0.005,0.335,41.3,-68.74
0.0,pieces/m3,0-0.0005,0.335,41.3,-68.74
0.00432,pieces/m3,0.0005-0.005,0.335,17.98,-63.98
0.025916,pieces/m3,0.005-1,0.335,18.47,-64.45
0.01296,pieces/m3,0.005-1,0.335,26.42,-78.7
0.0,pieces/m3,0-0.0005,0.335,26.42,-78.7
0.0,pieces/m3,0-0.0005,0.335,25.87,-79.97
0.0,pieces/m3,0-0.0005,0.335,25.65,-76.72
0.0,pieces/m3,0-0.0005,0.335,24.55,-76.1
0.016612,pieces/m3,0.005-1,0.335,24.55,-76.1
0.0108,pieces/m3,0.005-1,0.335,24.46,-76.27
0.00432,pieces/m3,0.0005-0.005,0.335,24.46,-76.27
0.0108,pieces/m3,0.005-1,0.335,24.75,-75.87
0.0,pieces/m3,0-0.0005,0.335,24.75,-75.87
0.025916,pieces/m3,0.005-1,0.335,25.18,-75.5
0.0216,pieces/m3,0.005-1,0.335,25.18,-75.5
0.029696,pieces/m3,0.005-1,0.335,25.58,-75.0
0.032396,pieces/m3,0.005-1,0.335,25.58,-75.0
0.01728,pieces/m3,0.005-1,0.335,26.28,-74.82
0.02638,pieces/m3,0.005-1,0.335,26.28,-74.82
0.00166,pieces/m3,0.0005-0.005,0.335,26.85,-74.42
0.077752,pieces/m3,0.005-1,0.335,26.85,-74.42
0.133908,pieces/m3,0.005-1,0.335,27.9,-74.37
0.090712,pieces/m3,0.005-1,0.335,27.9,-74.37
0.015432,pieces/m3,0.005-1,0.335,28.48,-73.48
0.0,pieces/m3,0-0.0005,0.335,28.48,-73.48
0.125268,pieces/m3,0.005-1,0.335,29.44,-71.97
0.0108,pieces/m3,0.005-1,0.335,29.44,-71.97
0.081028,pieces/m3,0.005-1,0.335,29.83,-70.88
0.01944,pieces/m3,0.005-1,0.335,29.83,-70.88
0.057596,pieces/m3,0.005-1,0.335,30.12,-70.5
0.127428,pieces/m3,0.005-1,0.335,30.12,-70.5
0.0108,pieces/m3,0.005-1,0.335,30.97,-69.62
0.0216,pieces/m3,0.005-1,0.335,30.97,-69.62
0.051836,pieces/m3,0.005-1,0.335,31.0,-68.78
0.043196,pieces/m3,0.005-1,0.335,31.0,-68.78
0.075592,pieces/m3,0.005-1,0.335,31.32,-67.87
0.01728,pieces/m3,0.005-1,0.335,31.32,-67.87
0.045356,pieces/m3,0.005-1,0.335,31.43,-67.13
0.023684,pieces/m3,0.005-1,0.335,31.43,-67.13
0.077752,pieces/m3,0.005-1,0.335,32.08,-65.2
0.024308,pieces/m3,0.005-1,0.335,32.08,-65.2
0.0,pieces/m3,0-0.0005,0.335,33.73,-64.85
0.060476,pieces/m3,0.005-1,0.335,33.73,-64.85
0.00648,pieces/m3,0.005-1,0.335,34.95,-64.75
0.0072,pieces/m3,0.005-1,0.335,34.95,-64.75
0.039604,pieces/m3,0.005-1,0.335,34.45,-65.72
0.034556,pieces/m3,0.005-1,0.335,34.45,-65.72
0.00648,pieces/m3,0.005-1,0.335,39.31,-66.02
0.028076,pieces/m3,0.005-1,0.335,39.31,-66.02
0.00216,pieces/m3,0.0005-0.005,0.335,43.77,-63.98
0.0,pieces/m3,0-0.0005,0.335,43.77,-63.98
0.00432,pieces/m3,0.0005-0.005,0.335,41.01,-70.59
0.0,pieces/m3,0-0.0005,0.335,41.01,-70.59
0.00432,pieces/m3,0.0005-0.005,0.335,41.6,-69.21
0.00216,pieces/m3,0.0005-0.005,0.335,41.6,-69.21
0.0,pieces/m3,0-0.0005,0.335,42.66,-70.42
0.00216,pieces/m3,0.0005-0.005,0.335,41.91,-69.5
0.0,pieces/m3,0-0.0005,0.335,40.77,-68.69
0.00432,pieces/m3,0.0005-0.005,0.335,40.77,-68.69
0.0,pieces/m3,0-0.0005,0.335,41.03,-70.81
0.0,pieces/m3,0-0.0005,0.335,40.98,-70.62
0.00216,pieces/m3,0.0005-0.005,0.335,40.18,-70.2
0.024108,pieces/m3,0.005-1,0.335,38.82,-69.28
0.0,pieces/m3,0-0.0005,0.335,38.82,-69.28
0.149028,pieces/m3,0.005-1,0.335,38.18,-68.52
0.047516,pieces/m3,0.005-1,0.335,38.18,-68.52
0.0,pieces/m3,0-0.0005,0.335,37.47,-66.97
0.01944,pieces/m3,0.005-1,0.335,37.47,-66.97
0.153348,pieces/m3,0.005-1,0.335,37.18,-66.13
0.356372,pieces/m3,0.005-1,0.335,37.18,-66.13
0.047516,pieces/m3,0.005-1,0.335,36.87,-65.08
0.051836,pieces/m3,0.005-1,0.335,36.87,-65.08
0.092872,pieces/m3,0.005-1,0.335,36.23,-64.02
0.047516,pieces/m3,0.005-1,0.335,36.23,-64.02
0.075592,pieces/m3,0.005-1,0.335,35.95,-63.82
0.0216,pieces/m3,0.005-1,0.335,35.95,-63.82
0.071276,pieces/m3,0.005-1,0.335,35.88,-58.98
0.073436,pieces/m3,0.005-1,0.335,35.88,-58.98
0.146868,pieces/m3,0.005-1,0.335,35.17,-58.58
0.0108,pieces/m3,0.005-1,0.335,35.17,-58.58
0.036716,pieces/m3,0.005-1,0.335,35.88,-58.03
0.02376,pieces/m3,0.005-1,0.335,35.88,-58.03
0.028076,pieces/m3,0.005-1,0.335,31.27,-57.37
0.084232,pieces/m3,0.005-1,0.335,31.27,-57.37
0.060476,pieces/m3,0.005-1,0.335,29.97,-57.38
0.066956,pieces/m3,0.005-1,0.335,29.97,-57.38
0.079912,pieces/m3,0.005-1,0.335,29.42,-57.48
0.041036,pieces/m3,0.005-1,0.335,29.42,-57.48
0.058316,pieces/m3,0.005-1,0.335,28.78,-57.3
0.120952,pieces/m3,0.005-1,0.335,28.78,-57.3
0.00864,pieces/m3,0.005-1,0.335,26.1,-57.6
0.032396,pieces/m3,0.005-1,0.335,26.1,-57.6
0.0,pieces/m3,0-0.0005,0.335,24.8,-57.9
0.01944,pieces/m3,0.005-1,0.335,24.8,-57.9
0.0108,pieces/m3,0.005-1,0.335,24.07,-58.13
0.0,pieces/m3,0-0.0005,0.335,22.98,-58.13
0.00864,pieces/m3,0.005-1,0.335,22.98,-58.13
0.0,pieces/m3,0-0.0005,0.335,22.05,-58.63
0.0,pieces/m3,0-0.0005,0.335,21.52,-58.9
0.045356,pieces/m3,0.005-1,0.335,21.37,-58.67
0.01944,pieces/m3,0.005-1,0.335,21.37,-58.67
0.01728,pieces/m3,0.005-1,0.335,20.68,-58.57
0.00432,pieces/m3,0.0005-0.005,0.335,20.68,-58.57
0.00216,pieces/m3,0.0005-0.005,0.335,19.27,-58.58
0.0,pieces/m3,0-0.0005,0.335,19.27,-58.58
0.00864,pieces/m3,0.005-1,0.335,17.43,-59.02
0.0,pieces/m3,0-0.0005,0.335,17.43,-59.02
0.0,pieces/m3,0-0.0005,0.335,15.95,-60.05
0.0,pieces/m3,0-0.0005,0.335,14.18,-60.75
0.0,pieces/m3,0-0.0005,0.335,13.97,-61.22
0.00216,pieces/m3,0.0005-0.005,0.335,13.7,-61.2
0.0,pieces/m3,0-0.0005,0.335,13.7,-61.2
0.00216,pieces/m3,0.0005-0.005,0.335,13.12,-61.55
0.0108,pieces/m3,0.005-1,0.335,13.12,-61.55
0.0,pieces/m3,0-0.0005,0.335,12.0,-61.5
0.0,pieces/m3,0-0.0005,0.335,12.25,-61.77
0.00216,pieces/m3,0.0005-0.005,0.335,12.25,-61.77
0.0,pieces/m3,0-0.0005,0.335,13.05,-61.3
0.00432,pieces/m3,0.0005-0.005,0.335,13.05,-61.3
0.00432,pieces/m3,0.0005-0.005,0.335,13.3,-61.32
0.0,pieces/m3,0-0.0005,0.335,13.3,-61.32
0.0,pieces/m3,0-0.0005,0.335,16.92,-62.7
0.0,pieces/m3,0-0.0005,0.335,18.17,-64.72
0.0,pieces/m3,0-0.0005,0.335,18.23,-64.58
0.00216,pieces/m3,0.0005-0.005,0.335,17.62,-64.97
0.0,pieces/m3,0-0.0005,0.335,17.62,-64.97
0.0,pieces/m3,0-0.0005,0.335,15.87,-63.85
0.00432,pieces/m3,0.0005-0.005,0.335,15.2,-63.7
0.0,pieces/m3,0-0.0005,0.335,14.53,-63.27
0.00216,pieces/m3,0.0005-0.005,0.335,13.63,-62.7
0.00432,pieces/m3,0.0005-0.005,0.335,13.63,-62.7
0.0,pieces/m3,0-0.0005,0.335,13.18,-62.07
0.00432,pieces/m3,0.0005-0.005,0.335,11.45,-64.6
0.00648,pieces/m3,0.005-1,0.335,11.45,-64.6
0.0,pieces/m3,0-0.0005,0.335,11.25,-66.87
0.00432,pieces/m3,0.0005-0.005,0.335,11.25,-66.87
0.00432,pieces/m3,0.0005-0.005,0.335,11.83,-68.02
0.00216,pieces/m3,0.0005-0.005,0.335,11.83,-68.02
0.00432,pieces/m3,0.0005-0.005,0.335,12.3,-68.83
0.00216,pieces/m3,0.0005-0.005,0.335,12.3,-68.83
0.0,pieces/m3,0-0.0005,0.335,13.63,-70.97
0.0,pieces/m3,0-0.0005,0.335,15.1,-73.75
0.0,pieces/m3,0-0.0005,0.335,15.35,-74.3
0.00648,pieces/m3,0.005-1,0.335,15.35,-74.3
0.00216,pieces/m3,0.0005-0.005,0.335,15.78,-75.5
0.0,pieces/m3,0-0.0005,0.335,15.78,-75.5
0.0,pieces/m3,0-0.0005,0.335,16.38,-76.63
0.00432,pieces/m3,0.0005-0.005,0.335,17.08,-78.18
0.00216,pieces/m3,0.0005-0.005,0.335,17.08,-78.18
0.0,pieces/m3,0-0.0005,0.335,17.32,-78.5
0.00216,pieces/m3,0.0005-0.005,0.335,18.02,-79.13
0.00864,pieces/m3,0.005-1,0.335,18.02,-79.13
0.00648,pieces/m3,0.005-1,0.335,16.86,-85.95
0.00432,pieces/m3,0.0005-0.005,0.335,16.86,-85.95
0.0,pieces/m3,0-0.0005,0.335,16.87,-86.72
0.00432,pieces/m3,0.0005-0.005,0.335,17.73,-86.53
0.0108,pieces/m3,0.005-1,0.335,17.73,-86.53
0.00864,pieces/m3,0.005-1,0.335,24.31,-82.12
0.00648,pieces/m3,0.005-1,0.335,24.31,-82.12
0.0,pieces/m3,0-0.0005,0.335,24.6,-80.62
0.0,pieces/m3,0-0.0005,0.335,24.9,-79.67
0.0,pieces/m3,0-0.0005,0.335,25.25,-79.83
0.0,pieces/m3,0-0.0005,0.335,24.85,-75.45
0.00216,pieces/m3,0.0005-0.005,0.335,26.12,-80.01
0.0,pieces/m3,0-0.0005,0.335,26.35,-78.33
0.029688,pieces/m3,0.005-1,0.335,26.2,-78.08
0.0162,pieces/m3,0.005-1,0.335,26.2,-78.08
0.030236,pieces/m3,0.005-1,0.335,26.3,-75.28
0.01296,pieces/m3,0.005-1,0.335,26.3,-75.28
0.0,pieces/m3,0-0.0005,0.335,26.73,-75.15
0.00288,pieces/m3,0.0005-0.005,0.335,26.2,-73.62
0.0,pieces/m3,0-0.0005,0.335,26.2,-73.62
0.0,pieces/m3,0-0.0005,0.335,24.38,-72.43
0.0,pieces/m3,0-0.0005,0.335,23.48,-71.72
0.0072,pieces/m3,0.005-1,0.335,22.83,-71.55
0.0243,pieces/m3,0.005-1,0.335,22.0,-71.25
0.007204,pieces/m3,0.005-1,0.335,20.0,-70.8
0.0,pieces/m3,0-0.0005,0.335,20.0,-70.8
0.107992,pieces/m3,0.005-1,0.335,20.37,-71.3
0.014388,pieces/m3,0.005-1,0.335,20.37,-71.3
0.0096,pieces/m3,0.005-1,0.335,20.22,-70.42
0.0135,pieces/m3,0.005-1,0.335,20.22,-70.42
0.0036,pieces/m3,0.0005-0.005,0.335,18.15,-74.89
0.00216,pieces/m3,0.0005-0.005,0.335,18.15,-74.89
0.0,pieces/m3,0-0.0005,0.335,16.25,-76.18
0.0024,pieces/m3,0.0005-0.005,0.335,16.25,-76.18
0.0,pieces/m3,0-0.0005,0.335,15.63,-76.2
0.0,pieces/m3,0-0.0005,0.335,16.37,-76.65
0.0,pieces/m3,0-0.0005,0.335,17.23,-77.18
0.0,pieces/m3,0-0.0005,0.335,17.85,-77.68
0.0036,pieces/m3,0.0005-0.005,0.335,17.17,-78.28
0.0,pieces/m3,0-0.0005,0.335,17.17,-78.28
0.043196,pieces/m3,0.005-1,0.335,17.32,-78.7
0.0,pieces/m3,0-0.0005,0.335,17.32,-78.7
0.0216,pieces/m3,0.005-1,0.335,17.5,-79.28
0.0,pieces/m3,0-0.0005,0.335,17.5,-79.28
0.00508,pieces/m3,0.005-1,0.335,17.28,-79.45
0.0,pieces/m3,0-0.0005,0.335,17.28,-79.45
0.016696,pieces/m3,0.005-1,0.335,17.17,-80.02
0.018892,pieces/m3,0.005-1,0.335,17.17,-80.02
0.001964,pieces/m3,0.0005-0.005,0.335,16.98,-80.38
0.00864,pieces/m3,0.005-1,0.335,16.98,-80.38
0.0,pieces/m3,0-0.0005,0.335,16.24,-81.2
0.003084,pieces/m3,0.0005-0.005,0.335,16.24,-81.2
0.0,pieces/m3,0-0.0005,0.335,24.21,-84.02
0.0054,pieces/m3,0.005-1,0.335,24.21,-84.02
0.0,pieces/m3,0-0.0005,0.335,24.73,-83.47
0.0,pieces/m3,0-0.0005,0.335,26.12,-78.53
0.00864,pieces/m3,0.005-1,0.335,26.32,-78.17
0.00432,pieces/m3,0.0005-0.005,0.335,25.92,-77.53
0.00864,pieces/m3,0.005-1,0.335,25.92,-77.53
0.01944,pieces/m3,0.005-1,0.335,25.93,-76.72
0.01296,pieces/m3,0.005-1,0.335,25.93,-76.72
0.0108,pieces/m3,0.005-1,0.335,25.78,-76.62
0.01512,pieces/m3,0.005-1,0.335,25.78,-76.62
0.0,pieces/m3,0-0.0005,0.335,24.82,-75.98
0.01728,pieces/m3,0.005-1,0.335,24.13,-76.12
0.00864,pieces/m3,0.005-1,0.335,24.13,-76.12
0.0108,pieces/m3,0.005-1,0.335,23.92,-75.32
0.0,pieces/m3,0-0.0005,0.335,23.92,-75.32
0.0,pieces/m3,0-0.0005,0.335,24.22,-74.98
0.01296,pieces/m3,0.005-1,0.335,24.28,-75.02
0.02376,pieces/m3,0.005-1,0.335,24.28,-75.02
0.00432,pieces/m3,0.0005-0.005,0.335,24.33,-75.4
0.025916,pieces/m3,0.005-1,0.335,24.33,-75.4
0.01944,pieces/m3,0.005-1,0.335,26.85,-71.67
0.043196,pieces/m3,0.005-1,0.335,26.85,-71.67
0.025916,pieces/m3,0.005-1,0.335,27.15,-71.18
0.041036,pieces/m3,0.005-1,0.335,27.15,-71.18
0.192224,pieces/m3,0.005-1,0.335,27.68,-70.83
0.190064,pieces/m3,0.005-1,0.335,27.68,-70.83
0.02376,pieces/m3,0.005-1,0.335,28.42,-70.18
0.034556,pieces/m3,0.005-1,0.335,28.42,-70.18
0.02376,pieces/m3,0.005-1,0.335,28.9,-69.57
0.0,pieces/m3,0-0.0005,0.335,28.9,-69.57
0.183584,pieces/m3,0.005-1,0.335,29.27,-68.57
0.062636,pieces/m3,0.005-1,0.335,29.27,-68.57
0.062636,pieces/m3,0.005-1,0.335,29.92,-67.87
0.151188,pieces/m3,0.005-1,0.335,29.92,-67.87
0.026396,pieces/m3,0.005-1,0.335,30.43,-67.68
0.030236,pieces/m3,0.005-1,0.335,31.57,-67.18
0.038876,pieces/m3,0.005-1,0.335,31.57,-67.18
0.034556,pieces/m3,0.005-1,0.335,31.98,-66.37
0.028076,pieces/m3,0.005-1,0.335,31.98,-66.37
0.053996,pieces/m3,0.005-1,0.335,32.1,-64.95
0.060476,pieces/m3,0.005-1,0.335,32.1,-64.95
0.00432,pieces/m3,0.0005-0.005,0.335,33.63,-64.68
0.01728,pieces/m3,0.005-1,0.335,33.63,-64.68
0.069116,pieces/m3,0.005-1,0.335,34.1,-64.92
0.086392,pieces/m3,0.005-1,0.335,34.1,-64.92
0.086392,pieces/m3,0.005-1,0.335,34.67,-65.48
0.045356,pieces/m3,0.005-1,0.335,34.67,-65.48
0.00864,pieces/m3,0.005-1,0.335,35.18,-65.78
0.00432,pieces/m3,0.0005-0.005,0.335,35.18,-65.78
0.00216,pieces/m3,0.0005-0.005,0.335,35.85,-65.93
0.01728,pieces/m3,0.005-1,0.335,38.15,-64.77
0.018148,pieces/m3,0.005-1,0.335,38.15,-64.77
0.032396,pieces/m3,0.005-1,0.335,38.73,-65.4
0.0,pieces/m3,0-0.0005,0.335,38.73,-65.4
0.032396,pieces/m3,0.005-1,0.335,39.33,-65.77
0.0,pieces/m3,0-0.0005,0.335,39.33,-65.77
0.01728,pieces/m3,0.005-1,0.335,40.18,-65.82
0.0,pieces/m3,0-0.0005,0.335,40.18,-65.82
0.0,pieces/m3,0-0.0005,0.335,41.58,-66.63
0.0108,pieces/m3,0.005-1,0.335,42.43,-66.23
0.0,pieces/m3,0-0.0005,0.335,42.43,-66.23
0.0108,pieces/m3,0.005-1,0.335,43.13,-65.17
0.0216,pieces/m3,0.005-1,0.335,43.13,-65.17
0.0,pieces/m3,0-0.0005,0.335,42.58,-65.43
0.0,pieces/m3,0-0.0005,0.335,42.78,-66.57
0.0,pieces/m3,0-0.0005,0.335,43.18,-67.98
0.0,pieces/m3,0-0.0005,0.335,43.3,-68.65
0.0,pieces/m3,0-0.0005,0.335,43.48,-69.66
0.0,pieces/m3,0-0.0005,0.335,41.12,-71.53
0.0108,pieces/m3,0.005-1,0.335,41.12,-71.53
0.0,pieces/m3,0-0.0005,0.335,43.27,-63.87
0.00432,pieces/m3,0.0005-0.005,0.335,43.1,-64.21
0.0,pieces/m3,0-0.0005,0.335,43.1,-64.21
0.0,pieces/m3,0-0.0005,0.335,42.45,-64.54
0.00378,pieces/m3,0.0005-0.005,0.335,41.56,-65.07
0.0,pieces/m3,0-0.0005,0.335,41.56,-65.07
0.00432,pieces/m3,0.0005-0.005,0.335,42.17,-67.39
0.00864,pieces/m3,0.005-1,0.335,42.61,-68.19
0.00432,pieces/m3,0.0005-0.005,0.335,42.61,-68.19
0.0,pieces/m3,0-0.0005,0.335,43.14,-68.8
0.00216,pieces/m3,0.0005-0.005,0.335,43.14,-68.8
0.01296,pieces/m3,0.005-1,0.335,43.39,-68.81
0.0108,pieces/m3,0.005-1,0.335,43.39,-68.81
0.010796,pieces/m3,0.005-1,0.335,40.85,-70.62
0.00432,pieces/m3,0.0005-0.005,0.335,40.85,-70.62
0.0,pieces/m3,0-0.0005,0.335,40.33,-69.9
0.0,pieces/m3,0-0.0005,0.335,39.82,-69.08
0.0,pieces/m3,0-0.0005,0.335,39.03,-68.33
0.00432,pieces/m3,0.0005-0.005,0.335,39.03,-68.33
0.0108,pieces/m3,0.005-1,0.335,38.48,-67.45
0.0,pieces/m3,0-0.0005,0.335,38.48,-67.45
0.0,pieces/m3,0-0.0005,0.335,38.13,-66.2
0.00648,pieces/m3,0.005-1,0.335,38.13,-66.2
0.01512,pieces/m3,0.005-1,0.335,37.43,-65.38
0.0,pieces/m3,0-0.0005,0.335,37.43,-65.38
0.00864,pieces/m3,0.005-1,0.335,33.53,-61.62
0.02376,pieces/m3,0.005-1,0.335,33.0,-61.62
0.02376,pieces/m3,0.005-1,0.335,33.07,-60.87
0.049676,pieces/m3,0.005-1,0.335,33.05,-60.87
0.00648,pieces/m3,0.005-1,0.335,32.53,-60.62
0.01512,pieces/m3,0.005-1,0.335,32.53,-60.62
0.01728,pieces/m3,0.005-1,0.335,32.47,-60.18
0.088552,pieces/m3,0.005-1,0.335,30.9,-60.48
0.110152,pieces/m3,0.005-1,0.335,30.9,-60.48
0.097192,pieces/m3,0.005-1,0.335,30.03,-59.88
0.051836,pieces/m3,0.005-1,0.335,30.03,-59.88
0.032396,pieces/m3,0.005-1,0.335,29.3,-59.37
0.23974,pieces/m3,0.005-1,0.335,28.73,-58.23
0.064796,pieces/m3,0.005-1,0.335,28.73,-58.23
0.00432,pieces/m3,0.0005-0.005,0.335,28.17,-57.8
0.0,pieces/m3,0-0.0005,0.335,28.17,-57.8
0.032396,pieces/m3,0.005-1,0.335,27.78,-57.62
0.056156,pieces/m3,0.005-1,0.335,27.78,-57.62
0.028076,pieces/m3,0.005-1,0.335,26.98,-57.8
0.025916,pieces/m3,0.005-1,0.335,26.98,-57.8
0.041036,pieces/m3,0.005-1,0.335,25.93,-58.0
0.038876,pieces/m3,0.005-1,0.335,25.93,-58.0
0.00864,pieces/m3,0.005-1,0.335,24.9,-58.1
0.00648,pieces/m3,0.005-1,0.335,24.9,-58.1
0.049676,pieces/m3,0.005-1,0.335,24.05,-58.13
0.01296,pieces/m3,0.005-1,0.335,24.05,-58.13
0.00864,pieces/m3,0.005-1,0.335,23.47,-58.37
0.036716,pieces/m3,0.005-1,0.335,23.47,-58.37
0.00432,pieces/m3,0.0005-0.005,0.335,22.07,-59.27
0.043196,pieces/m3,0.005-1,0.335,20.98,-59.33
0.034556,pieces/m3,0.005-1,0.335,20.98,-59.33
0.00432,pieces/m3,0.0005-0.005,0.335,19.7,-59.35
0.0,pieces/m3,0-0.0005,0.335,19.7,-59.35
0.00432,pieces/m3,0.0005-0.005,0.335,18.83,-59.35
0.034556,pieces/m3,0.005-1,0.335,18.83,-59.35
0.00864,pieces/m3,0.005-1,0.335,17.8,-59.43
0.0,pieces/m3,0-0.0005,0.335,17.8,-59.43
0.0,pieces/m3,0-0.0005,0.335,17.03,-59.57
0.0,pieces/m3,0-0.0005,0.335,16.08,-59.95
0.0,pieces/m3,0-0.0005,0.335,14.77,-60.55
0.00432,pieces/m3,0.0005-0.005,0.335,14.58,-61.33
0.00648,pieces/m3,0.005-1,0.335,14.58,-61.33
0.0,pieces/m3,0-0.0005,0.335,14.23,-61.18
0.00216,pieces/m3,0.0005-0.005,0.335,13.35,-61.38
0.062636,pieces/m3,0.005-1,0.335,17.25,-64.35
0.0,pieces/m3,0-0.0005,0.335,16.8,-64.2
0.0,pieces/m3,0-0.0005,0.335,15.08,-63.07
0.0,pieces/m3,0-0.0005,0.335,14.23,-62.67
