microplastics_measurement,unit,concentration_class_range,mesh_size_mm,lat,lon
1.499804,pieces/m3,1-10,0.33,36.78695,2.86953
0.798811,pieces/m3,0.005-1,0.33,36.773149,2.820132
0.704857,pieces/m3,0.005-1,0.33,36.760775,2.80062
0.636633,pieces/m3,0.005-1,0.33,36.728415,2.795861
0.918063,pieces/m3,0.005-1,0.33,36.716517,2.788723
0.757046,pieces/m3,0.005-1,0.33,36.731746,2.773019
2.053919,pieces/m3,1-10,0.33,36.78695,2.86953
0.972465,pieces/m3,0.005-1,0.33,36.773149,2.820132
1.473792,pieces/m3,1-10,0.33,36.760775,2.80062
1.441786,pieces/m3,1-10,0.33,36.728415,2.795861
1.003069,pieces/m3,1-10,0.33,36.716517,2.788723
0.627637,pieces/m3,0.005-1,0.33,36.731746,2.773019
1.263382,pieces/m3,1-10,0.33,36.78695,2.86953
0.041677,pieces/m3,0.005-1,0.33,36.773149,2.820132
0.156635,pieces/m3,0.005-1,0.33,36.760775,2.80062
0.16852,pieces/m3,0.005-1,0.33,36.728415,2.795861
0.246517,pieces/m3,0.005-1,0.33,36.716517,2.788723
0.291172,pieces/m3,0.005-1,0.33,36.731746,2.773019
1.440699,pieces/m3,1-10,0.33,36.78695,2.86953
0.805757,pieces/m3,0.005-1,0.33,36.773149,2.820132
1.096444,pieces/m3,1-10,0.33,36.760775,2.80062
0.724014,pieces/m3,0.005-1,0.33,36.728415,2.795861
0.640578,pieces/m3,0.005-1,0.33,36.731746,2.773019
0.031239,pieces/m3,0.005-1,0.335,5.6295,83.071167
0.012001,pieces/m3,0.005-1,0.335,5.6413,83.1797
0.045432,pieces/m3,0.005-1,0.335,5.700667,83.643333
0.012781,pieces/m3,0.005-1,0.335,5.7092,83.7172
0.013668,pieces/m3,0.005-1,0.335,5.8815,84.9375
0.158394,pieces/m3,0.005-1,0.335,5.8962,85.0067
0.060401,pieces/m3,0.005-1,0.335,5.960833,85.653833
0.019375,pieces/m3,0.005-1,0.335,5.9712,85.7137
0.024011,pieces/m3,0.005-1,0.335,6.151333,86.878
0.033527,pieces/m3,0.005-1,0.335,6.1657,86.9503
0.013651,pieces/m3,0.005-1,0.335,6.2255,87.559
0.005113,pieces/m3,0.005-1,0.335,6.2437,87.6267
0.036134,pieces/m3,0.005-1,0.335,6.407333,88.701167
0.062179,pieces/m3,0.005-1,0.335,6.4225,88.7502
0.024292,pieces/m3,0.005-1,0.335,6.453833,89.322
0.009421,pieces/m3,0.005-1,0.335,6.4712,89.3815
0.043598,pieces/m3,0.005-1,0.335,6.627,90.507
0.16596,pieces/m3,0.005-1,0.335,6.6318,90.5718
0.142389,pieces/m3,0.005-1,0.335,6.534833,91.068167
0.115107,pieces/m3,0.005-1,0.335,6.5207,91.1452
0.644635,pieces/m3,0.005-1,0.335,6.4975,92.207667
1.713479,pieces/m3,1-10,0.335,6.497,92.2718
2.190999,pieces/m3,1-10,0.335,6.491,92.83
0.108294,pieces/m3,0.005-1,0.335,6.4857,92.907
0.119284,pieces/m3,0.005-1,0.335,6.539833,93.637833
0.091989,pieces/m3,0.005-1,0.335,6.5467,93.6842
0.051561,pieces/m3,0.005-1,0.335,6.687667,94.0705
0.090555,pieces/m3,0.005-1,0.335,6.6998,94.1298
0.444696,pieces/m3,0.005-1,0.335,6.8465,94.835833
0.008997,pieces/m3,0.005-1,0.335,6.8548,94.8627
0.076352,pieces/m3,0.005-1,0.335,6.923,95.3005
0.062895,pieces/m3,0.005-1,0.335,6.9282,95.3398
0.060082,pieces/m3,0.005-1,0.335,7.029333,96.2295
0.110045,pieces/m3,0.005-1,0.335,7.0098,96.3013
0.070376,pieces/m3,0.005-1,0.335,7.263167,96.8225
0.138437,pieces/m3,0.005-1,0.335,7.281667,96.902667
0.019015,pieces/m3,0.005-1,0.335,-27.05758,-76.01975
0.047725,pieces/m3,0.005-1,0.3,-27.05913,-76.03883
0.019015,pieces/m3,0.005-1,0.335,-27.00049,-77.52962
0.0,pieces/m3,0-0.0005,0.3,-27.00323,-77.51412
0.038025,pieces/m3,0.005-1,0.335,-26.99274,-80.58564
0.040905,pieces/m3,0.005-1,0.3,-27.00726,-80.57906
0.047725,pieces/m3,0.005-1,0.3,-26.99447,-80.58385
0.019015,pieces/m3,0.005-1,0.335,-27.01098,-83.49613
0.0,pieces/m3,0-0.0005,0.3,-27.00978,-83.54816
0.0,pieces/m3,0-0.0005,0.3,-27.01542,-83.55402
0.01426,pieces/m3,0.005-1,0.335,-27.02234,-89.46628
0.025565,pieces/m3,0.005-1,0.3,-27.02219,-89.56717
0.056245,pieces/m3,0.005-1,0.3,-27.02439,-89.57097
0.02852,pieces/m3,0.005-1,0.335,-27.00725,-98.58904
0.06545,pieces/m3,0.005-1,0.3,-27.00157,-98.65132
0.056245,pieces/m3,0.005-1,0.3,-27.01977,-98.63452
0.01426,pieces/m3,0.005-1,0.335,-26.99854,-101.52772
0.01534,pieces/m3,0.005-1,0.3,-26.99759,-101.60269
0.03579,pieces/m3,0.005-1,0.3,-27.00661,-101.59784
0.02852,pieces/m3,0.005-1,0.335,-26.99475,-104.54404
0.13806,pieces/m3,0.005-1,0.3,-26.9999,-104.58617
0.03068,pieces/m3,0.005-1,0.3,-26.9999,-104.53577
0.085555,pieces/m3,0.005-1,0.335,-27.013,-107.57014
0.01534,pieces/m3,0.005-1,0.3,-27.02022,-107.57399
0.02557,pieces/m3,0.005-1,0.3,-27.01313,-107.57368
0.05704,pieces/m3,0.005-1,0.335,-27.10583,-109.21083
0.117605,pieces/m3,0.005-1,0.3,-27.12304,-109.21791
0.05625,pieces/m3,0.005-1,0.3,-27.10722,-109.22171
0.128335,pieces/m3,0.005-1,0.335,-27.05576,-109.28184
0.03409,pieces/m3,0.005-1,0.3,-27.06893,-109.32339
0.04602,pieces/m3,0.005-1,0.3,-27.05727,-109.32259
0.09506,pieces/m3,0.005-1,0.335,-27.15432,-109.46261
0.01534,pieces/m3,0.005-1,0.3,-27.15046,-109.45715
0.18919,pieces/m3,0.005-1,0.3,-27.15123,-109.44624
0.01426,pieces/m3,0.005-1,0.335,-26.49316,-105.64031
0.035795,pieces/m3,0.005-1,0.3,-26.502972,-105.5845
0.03068,pieces/m3,0.005-1,0.3,-26.509417,-105.581694
0.099195,pieces/m3,0.005-1,0.335,-26.49344,-105.42178
0.01948,pieces/m3,0.005-1,0.3,-26.47907,-105.36909
0.01461,pieces/m3,0.005-1,0.3,-26.47547,-105.36776
0.116665,pieces/m3,0.005-1,0.335,-26.46663,-105.38905
0.17896,pieces/m3,0.005-1,0.3,-26.47141,-105.34675
0.33767,pieces/m3,0.005-1,0.3,-26.47041,-105.35747
0.22815,pieces/m3,0.005-1,0.335,-26.45591,-105.42128
0.03068,pieces/m3,0.005-1,0.3,-26.45324,-105.36645
0.056245,pieces/m3,0.005-1,0.3,-26.46396,-105.36589
0.09982,pieces/m3,0.005-1,0.335,-26.4494,-105.37079
0.08181,pieces/m3,0.005-1,0.3,-26.41981,-105.35823
0.097395,pieces/m3,0.005-1,0.3,-26.42608,-105.35976
0.190125,pieces/m3,0.005-1,0.335,-26.483333,-105.383333
0.06136,pieces/m3,0.005-1,0.3,-26.48213,-105.37127
0.10738,pieces/m3,0.005-1,0.3,-26.47898,-105.36417
0.992036,pieces/m3,0.005-1,0.33,19.9432,-64.5649
0.133389,pieces/m3,0.005-1,0.33,20.2173,-64.3828
0.342431,pieces/m3,0.005-1,0.33,20.4521,-64.1968
0.152483,pieces/m3,0.005-1,0.33,21.1293,-63.8333
0.117604,pieces/m3,0.005-1,0.33,21.473,-63.5899
1.138242,pieces/m3,1-10,0.33,21.7367,-63.4227
0.273054,pieces/m3,0.005-1,0.33,22.15,-63.1474
0.259965,pieces/m3,0.005-1,0.33,22.8418,-62.7592
0.210883,pieces/m3,0.005-1,0.33,24.3576,-62.8129
0.01888,pieces/m3,0.005-1,0.33,24.3576,-62.8129
0.025173,pieces/m3,0.005-1,0.33,24.7657,-62.7221
0.075559,pieces/m3,0.005-1,0.33,25.3751,-62.4785
7.014418,pieces/m3,1-10,0.33,25.5607,-62.4387
0.026391,pieces/m3,0.005-1,0.33,26.0914,-61.7168
0.245825,pieces/m3,0.005-1,0.33,29.249,-62.9857
0.482059,pieces/m3,0.005-1,0.33,29.7453,-63.2167
2.364218,pieces/m3,1-10,0.33,30.5477,-63.7064
0.141392,pieces/m3,0.005-1,0.33,31.1813,-64.0147
0.514732,pieces/m3,0.005-1,0.33,31.535,-64.2677
0.363335,pieces/m3,0.005-1,0.33,31.9644,-64.5448
0.559632,pieces/m3,0.005-1,0.33,32.32,-64.4322
0.654493,pieces/m3,0.005-1,0.33,32.079,-64.6316
0.405544,pieces/m3,0.005-1,0.33,31.5865,-62.7727
0.176073,pieces/m3,0.005-1,0.33,31.2001,-62.0368
1.142851,pieces/m3,1-10,0.33,30.8735,-61.3126
0.54851,pieces/m3,0.005-1,0.33,30.073,-58.7081
0.034088,pieces/m3,0.005-1,0.33,30.073,-58.7081
0.062514,pieces/m3,0.005-1,0.33,29.6835,-56.6993
0.840274,pieces/m3,0.005-1,0.33,29.5392,-54.9628
0.847522,pieces/m3,0.005-1,0.33,29.2797,-53.6117
0.376668,pieces/m3,0.005-1,0.33,28.907,-51.8931
1.788169,pieces/m3,1-10,0.33,28.7729,-51.0777
0.355369,pieces/m3,0.005-1,0.33,28.5522,-50.1026
0.142413,pieces/m3,0.005-1,0.33,35.6729,-35.0237
0.254525,pieces/m3,0.005-1,0.33,36.2937,-33.3888
0.288747,pieces/m3,0.005-1,0.33,-23.4996,-39.2757
0.065742,pieces/m3,0.005-1,0.33,-23.729,-37.4867
0.092646,pieces/m3,0.005-1,0.33,-23.8868,-36.6933
0.484645,pieces/m3,0.005-1,0.33,-24.1104,-33.9573
0.303663,pieces/m3,0.005-1,0.33,-23.0308,-30.8532
0.048181,pieces/m3,0.005-1,0.33,-22.297,-29.2472
0.043782,pieces/m3,0.005-1,0.33,-20.8268,-28.2509
0.077869,pieces/m3,0.005-1,0.33,-19.7983,-27.3385
0.009734,pieces/m3,0.005-1,0.33,-18.615,-26.1638
0.02271,pieces/m3,0.005-1,0.33,-17.887,-25.086
0.065628,pieces/m3,0.005-1,0.33,-16.9837,-23.7325
0.018868,pieces/m3,0.005-1,0.33,-16.2435,-22.5333
0.056111,pieces/m3,0.005-1,0.33,-13.9923,-20.739
0.02467,pieces/m3,0.005-1,0.33,-26.4261,-41.0363
0.068135,pieces/m3,0.005-1,0.33,-26.3881,-39.9167
0.037736,pieces/m3,0.005-1,0.33,-26.1893,-38.7646
0.060781,pieces/m3,0.005-1,0.33,-26.131,-37.5873
0.154822,pieces/m3,0.005-1,0.33,-25.9968,-36.4999
0.06541,pieces/m3,0.005-1,0.33,-25.8957,-35.3693
0.176136,pieces/m3,0.005-1,0.33,-25.801,-34.2127
0.095501,pieces/m3,0.005-1,0.33,-25.9165,-35.0814
0.104111,pieces/m3,0.005-1,0.33,-26.0782,-31.973
0.109868,pieces/m3,0.005-1,0.33,-26.3129,-31.0914
0.145128,pieces/m3,0.005-1,0.33,-26.4893,-30.029
0.029624,pieces/m3,0.005-1,0.33,-26.7957,-29.097
0.030919,pieces/m3,0.005-1,0.33,-26.6971,-28.091
0.058641,pieces/m3,0.005-1,0.33,-27.3323,-26.8913
0.064891,pieces/m3,0.005-1,0.33,-27.8835,-25.8982
0.043562,pieces/m3,0.005-1,0.33,-28.5773,-24.9763
0.040881,pieces/m3,0.005-1,0.33,-29.5155,-24.6103
0.102203,pieces/m3,0.005-1,0.33,-29.9658,-23.4819
0.034068,pieces/m3,0.005-1,0.33,-30.6643,-22.6652
0.182106,pieces/m3,0.005-1,0.33,-31.2527,-21.7331
0.03309,pieces/m3,0.005-1,0.33,-31.8705,-20.748
0.528047,pieces/m3,0.005-1,0.33,-32.5913,-19.948
0.587665,pieces/m3,0.005-1,0.33,-33.4867,-19.0997
0.577445,pieces/m3,0.005-1,0.33,-34.0419,-18.1859
3.28917,pieces/m3,1-10,0.33,-34.6048,-17.1887
1.03176,pieces/m3,1-10,0.33,-34.333,-15.9772
1.311559,pieces/m3,1-10,0.33,-34.065,-14.785
0.976803,pieces/m3,0.005-1,0.33,-33.5729,-13.7057
0.32932,pieces/m3,0.005-1,0.33,-33.2573,-12.4862
1.649428,pieces/m3,1-10,0.33,-32.9033,-11.3745
2.197704,pieces/m3,1-10,0.33,-32.607,-10.2
2.356803,pieces/m3,1-10,0.33,-32.3348,-9.2109
1.960071,pieces/m3,1-10,0.33,-31.6387,-8.0787
0.208787,pieces/m3,0.005-1,0.33,-31.9295,-6.989
1.554421,pieces/m3,1-10,0.33,-32.278,-5.9515
0.689868,pieces/m3,0.005-1,0.33,-32.618,-4.8462
0.068135,pieces/m3,0.005-1,0.33,-32.835,-3.6837
1.64305,pieces/m3,1-10,0.33,-33.043,-2.4258
0.756299,pieces/m3,0.005-1,0.33,-33.2157,-1.2692
2.146255,pieces/m3,1-10,0.33,-33.4173,0.0825
0.122643,pieces/m3,0.005-1,0.33,-33.6215,1.0787
1.158296,pieces/m3,1-10,0.33,-33.82,2.264
0.211219,pieces/m3,0.005-1,0.33,-34.0253,3.4618
0.162885,pieces/m3,0.005-1,0.33,-34.1586,4.8587
0.988557,pieces/m3,0.005-1,0.33,-34.3584,6.2549
0.218032,pieces/m3,0.005-1,0.33,-34.3065,7.1063
0.081762,pieces/m3,0.005-1,0.33,-34.0162,9.7782
1.684795,pieces/m3,1-10,0.33,-33.7817,11.3967
0.108215,pieces/m3,0.005-1,0.33,-17.7225,-5.9518
0.036072,pieces/m3,0.005-1,0.33,-19.1813,-5.9712
0.046156,pieces/m3,0.005-1,0.33,-20.8803,-5.9975
0.171033,pieces/m3,0.005-1,0.33,-22.5407,-6.1887
0.225402,pieces/m3,0.005-1,0.33,-23.8528,-6.3298
0.604966,pieces/m3,0.005-1,0.33,-24.3825,-7.267
0.732867,pieces/m3,0.005-1,0.33,-24.9143,-8.2032
0.876022,pieces/m3,0.005-1,0.33,-25.3823,-9.2272
5.623906,pieces/m3,1-10,0.33,-25.8243,-10.2767
1.095319,pieces/m3,1-10,0.33,-26.2905,-11.288
0.668826,pieces/m3,0.005-1,0.33,-26.8388,-12.2565
0.297317,pieces/m3,0.005-1,0.33,-27.222,-13.266
2.954988,pieces/m3,1-10,0.33,-27.6412,-14.3013
0.929115,pieces/m3,0.005-1,0.33,-28.032,-15.3368
0.814427,pieces/m3,0.005-1,0.33,-28.3865,-16.3898
1.796407,pieces/m3,1-10,0.33,-28.832,-17.443
0.79937,pieces/m3,0.005-1,0.33,-29.1203,-18.5112
1.181115,pieces/m3,1-10,0.33,-29.5068,-19.5708
1.084698,pieces/m3,1-10,0.33,-29.9482,-20.712
1.427592,pieces/m3,1-10,0.33,-30.2798,-21.833
3.218619,pieces/m3,1-10,0.33,-30.5678,-22.9272
4.740373,pieces/m3,1-10,0.33,-30.896,-24.0645
4.594996,pieces/m3,1-10,0.33,-31.1353,-25.223
0.604671,pieces/m3,0.005-1,0.33,-31.4843,-26.3197
2.270358,pieces/m3,1-10,0.33,-31.6642,-27.5227
1.120932,pieces/m3,1-10,0.33,-31.94,-28.6897
2.163984,pieces/m3,1-10,0.33,-32.4768,-29.7142
0.677092,pieces/m3,0.005-1,0.33,-32.831,-30.8133
0.782976,pieces/m3,0.005-1,0.33,-33.2383,-32.0515
0.623436,pieces/m3,0.005-1,0.33,-33.4538,-33.1737
0.274695,pieces/m3,0.005-1,0.33,-33.687,-34.342
0.040881,pieces/m3,0.005-1,0.33,-33.9352,-35.503
0.854786,pieces/m3,0.005-1,0.33,-34.6837,-36.4507
0.236275,pieces/m3,0.005-1,0.33,-34.765,-37.5982
1.141893,pieces/m3,1-10,0.33,-34.6662,-38.8243
1.586574,pieces/m3,1-10,0.33,-34.807,-40.0783
3.29272,pieces/m3,1-10,0.33,-34.8687,-41.3467
0.151411,pieces/m3,0.005-1,0.33,-34.8428,-42.5657
0.159316,pieces/m3,0.005-1,0.33,-34.9098,-43.8572
0.673608,pieces/m3,0.005-1,0.33,-35.082,-45.0112
0.157562,pieces/m3,0.005-1,0.33,-34.9393,-46.2998
0.693518,pieces/m3,0.005-1,0.33,-35.1497,-47.8308
0.186451,pieces/m3,0.005-1,0.33,-34.7158,-49.213
0.425735,pieces/m3,0.005-1,0.33,37.2045,-133.865
1.258641,pieces/m3,1-10,0.33,37.1755,-133.9495
2.695271,pieces/m3,1-10,0.33,38.1515,-137.4531
0.451741,pieces/m3,0.005-1,0.33,38.6913,-141.772
0.243184,pieces/m3,0.005-1,0.33,38.6878,-142.0264
0.276349,pieces/m3,0.005-1,0.33,38.641,-142.2665
3.392126,pieces/m3,1-10,0.33,37.8664,-143.8151
5.922603,pieces/m3,1-10,0.33,36.6822,-144.8449
1.611358,pieces/m3,1-10,0.33,36.5084,-145.0356
1.039201,pieces/m3,1-10,0.33,32.5488,-146.9627
0.936173,pieces/m3,0.005-1,0.33,32.5205,-147.2988
0.438661,pieces/m3,0.005-1,0.33,31.5611,-152.6133
0.319302,pieces/m3,0.005-1,0.33,29.4539,-153.52
0.10483,pieces/m3,0.005-1,0.33,18.8899,-155.6586
0.020904,pieces/m3,0.005-1,0.33,18.9173,-155.7009
0.018042,pieces/m3,0.005-1,0.33,18.9533,-155.7185
0.063771,pieces/m3,0.005-1,0.33,18.1587,-155.9801
0.015673,pieces/m3,0.005-1,0.33,19.2407,-155.1751
0.033238,pieces/m3,0.005-1,0.33,19.6952,-154.3368
0.043713,pieces/m3,0.005-1,0.33,19.8499,-154.435
0.080119,pieces/m3,0.005-1,0.33,19.9206,-154.6866
0.059654,pieces/m3,0.005-1,0.33,19.0713,-155.4457
0.617719,pieces/m3,0.005-1,0.33,19.0051,-155.5729
0.631646,pieces/m3,0.005-1,0.33,19.3403,-156.087
0.009072,pieces/m3,0.005-1,0.33,19.8962,-155.9993
0.117848,pieces/m3,0.005-1,0.33,19.2901,-156.0478
0.080591,pieces/m3,0.005-1,0.33,21.6509,-160.5405
0.024105,pieces/m3,0.005-1,0.33,21.6499,-160.5483
0.041997,pieces/m3,0.005-1,0.33,22.0117,-160.8771
0.29312,pieces/m3,0.005-1,0.33,22.0984,-160.9692
0.056995,pieces/m3,0.005-1,0.33,22.9567,-161.9107
0.013241,pieces/m3,0.005-1,0.33,23.5707,-164.4812
0.325786,pieces/m3,0.005-1,0.33,30.1206,-165.4097
0.452806,pieces/m3,0.005-1,0.33,30.989,-165.4256
0.238339,pieces/m3,0.005-1,0.33,32.0113,-165.4
0.52549,pieces/m3,0.005-1,0.33,32.2366,-165.914
1.401489,pieces/m3,1-10,0.33,33.0283,-167.5915
0.945924,pieces/m3,0.005-1,0.33,33.0118,-167.9233
0.523041,pieces/m3,0.005-1,0.33,33.0136,-168.1356
0.292834,pieces/m3,0.005-1,0.33,32.8404,-170.0683
0.339035,pieces/m3,0.005-1,0.33,32.5552,-169.6959
1.674866,pieces/m3,1-10,0.33,32.2592,-167.992
0.451976,pieces/m3,0.005-1,0.33,32.5498,-165.8103
0.250889,pieces/m3,0.005-1,0.33,32.4721,-166.1064
0.222648,pieces/m3,0.005-1,0.33,33.2827,-164.9998
0.560793,pieces/m3,0.005-1,0.33,33.7558,-162.7216
1.090297,pieces/m3,1-10,0.33,33.7601,-160.4152
1.692872,pieces/m3,1-10,0.33,34.5145,-157.8488
0.223863,pieces/m3,0.005-1,0.33,36.1594,-157.5585
2.391059,pieces/m3,1-10,0.33,35.6912,-147.6655
0.51324,pieces/m3,0.005-1,0.33,35.8771,-132.573
3.379847,pieces/m3,1-10,0.33,35.7633,-138.5103
2.938051,pieces/m3,1-10,0.33,35.7626,-138.7748
1.583207,pieces/m3,1-10,0.33,35.8875,-139.3993
1.435495,pieces/m3,1-10,0.33,35.9653,-139.8182
7.407828,pieces/m3,1-10,0.33,36.0408,-140.3313
5.631634,pieces/m3,1-10,0.33,36.083,-140.7946
8.134071,pieces/m3,1-10,0.33,35.8409,-140.8203
8.074308,pieces/m3,1-10,0.33,35.3814,-141.0245
4.671685,pieces/m3,1-10,0.33,35.0049,-141.4513
5.579401,pieces/m3,1-10,0.33,35.9064,-141.7822
3.860091,pieces/m3,1-10,0.33,34.679,-142.0756
0.338139,pieces/m3,0.005-1,0.33,25.107,-128.1097
0.088651,pieces/m3,0.005-1,0.33,24.2205,-128.353
0.149111,pieces/m3,0.005-1,0.33,23.5677,-130.3722
0.028743,pieces/m3,0.005-1,0.33,24.6048,-146.387
0.048206,pieces/m3,0.005-1,0.33,24.5445,-146.4777
0.018409,pieces/m3,0.005-1,0.33,24.4147,-146.6687
0.354517,pieces/m3,0.005-1,0.33,24.3578,-146.7665
0.164343,pieces/m3,0.005-1,0.33,23.567,-160.4192
1.481736,pieces/m3,1-10,0.33,29.301,-162.048
1.033613,pieces/m3,1-10,0.33,29.771,-162.6273
0.40573,pieces/m3,0.005-1,0.33,30.5422,-163.2292
3.755847,pieces/m3,1-10,0.33,31.3098,-163.994
1.159447,pieces/m3,1-10,0.33,31.6068,-164.2543
1.408369,pieces/m3,1-10,0.33,32.7388,-165.2378
0.3622,pieces/m3,0.005-1,0.33,34.3688,-169.1825
1.616302,pieces/m3,1-10,0.33,34.3877,-170.019
0.9099,pieces/m3,0.005-1,0.33,35.0628,-171.635
0.857074,pieces/m3,0.005-1,0.33,35.002,-171.7438
0.676039,pieces/m3,0.005-1,0.33,34.9987,-171.8237
0.753836,pieces/m3,0.005-1,0.33,35.0003,-171.9347
1.041967,pieces/m3,1-10,0.33,34.5922,-172.951
1.411702,pieces/m3,1-10,0.33,34.5387,-176.3967
0.967468,pieces/m3,0.005-1,0.33,34.4852,-176.4423
0.334819,pieces/m3,0.005-1,0.33,34.4678,-176.4583
1.546751,pieces/m3,1-10,0.33,34.4452,-176.4782
1.794728,pieces/m3,1-10,0.33,34.4268,-176.4903
0.453911,pieces/m3,0.005-1,0.33,34.0135,-179.9885
4.433469,pieces/m3,1-10,0.33,34.0515,-179.9942
0.49496,pieces/m3,0.005-1,0.33,34.1497,-179.9897
1.522606,pieces/m3,1-10,0.33,34.1563,-179.988
0.151503,pieces/m3,0.005-1,0.33,34.5053,-179.858
0.910641,pieces/m3,0.005-1,0.33,35.095,-179.9312
0.651202,pieces/m3,0.005-1,0.33,35.3822,-179.893
0.377592,pieces/m3,0.005-1,0.33,35.4108,-179.8732
1.992232,pieces/m3,1-10,0.33,36.0995,-179.588
0.696373,pieces/m3,0.005-1,0.33,36.4778,-179.353
0.092733,pieces/m3,0.005-1,0.33,37.8532,-179.3768
0.169552,pieces/m3,0.005-1,0.33,39.2955,-179.7523
3.343264,pieces/m3,1-10,0.33,39.3125,-179.7445
0.874216,pieces/m3,0.005-1,0.33,40.3088,-178.9072
0.565339,pieces/m3,0.005-1,0.33,40.492,-178.7088
0.390079,pieces/m3,0.005-1,0.33,25.6292,-158.9848
3.771039,pieces/m3,1-10,0.33,28.0083,-160.3058
3.136709,pieces/m3,1-10,0.33,26.6528,-160.3025
5.042277,pieces/m3,1-10,0.33,31.1583,-160.2433
8.714907,pieces/m3,1-10,0.33,31.151,-160.1013
3.090374,pieces/m3,1-10,0.33,31.1502,-159.979
1.07848,pieces/m3,1-10,0.33,30.8125,-158.6852
0.024922,pieces/m3,0.005-1,0.33,31.3132,-158.7325
4.480892,pieces/m3,1-10,0.33,32.005,-159.0086
1.578948,pieces/m3,1-10,0.33,32.4983,-159.92
0.977401,pieces/m3,0.005-1,0.33,32.5517,-159.9608
0.725397,pieces/m3,0.005-1,0.33,33.1373,-159.246
0.613721,pieces/m3,0.005-1,0.33,33.1848,-159.229
4.193644,pieces/m3,1-10,0.33,34.2913,-144.3522
5.903267,pieces/m3,1-10,0.33,34.37,-143.7072
3.268969,pieces/m3,1-10,0.33,34.6675,-142.0818
0.68775,pieces/m3,0.005-1,0.33,34.9327,-141.896
2.279497,pieces/m3,1-10,0.33,35.007,-141.434
1.154449,pieces/m3,1-10,0.33,35.3843,-141.0217
1.901459,pieces/m3,1-10,0.33,35.841,-140.8242
2.689615,pieces/m3,1-10,0.33,36.074,-140.8297
4.317563,pieces/m3,1-10,0.33,36.0405,-140.3197
5.67537,pieces/m3,1-10,0.33,36.0135,-140.1468
2.164778,pieces/m3,1-10,0.33,35.9848,-139.9853
1.17056,pieces/m3,1-10,0.33,35.9262,-139.7735
0.496439,pieces/m3,0.005-1,0.33,35.6865,-139.2023
4.690983,pieces/m3,1-10,0.33,34.6502,-142.2878
0.388498,pieces/m3,0.005-1,0.33,31.5383,-156.8608
0.352969,pieces/m3,0.005-1,0.33,32.2027,-156.8332
0.36183,pieces/m3,0.005-1,0.33,39.1247,-156.9162
0.539575,pieces/m3,0.005-1,0.33,40.2005,-156.707
1.028671,pieces/m3,1-10,0.33,41.0398,-156.2367
2.479603,pieces/m3,1-10,0.33,41.3213,-155.7068
1.153792,pieces/m3,1-10,0.33,41.3388,-155.7317
2.578952,pieces/m3,1-10,0.33,41.2838,-154.2545
0.176388,pieces/m3,0.005-1,0.33,40.5463,-151.5393
0.865162,pieces/m3,0.005-1,0.33,40.5133,-150.16
1.162565,pieces/m3,1-10,0.33,40.4037,-148.0525
0.549051,pieces/m3,0.005-1,0.33,40.2372,-146.2703
1.297126,pieces/m3,1-10,0.33,40.0895,-144.4545
0.789479,pieces/m3,0.005-1,0.33,40.3673,-140.9322
2.139785,pieces/m3,1-10,0.33,42.0602,-137.5418
0.461119,pieces/m3,0.005-1,0.33,43.6962,-134.5772
0.077542,pieces/m3,0.005-1,0.33,14.5523,160.7231
0.034662,pieces/m3,0.005-1,0.33,15.2175,159.9003
0.004497,pieces/m3,0.0005-0.005,0.33,15.7937,159.2056
0.004845,pieces/m3,0.0005-0.005,0.33,16.4507,158.5566
0.044526,pieces/m3,0.005-1,0.33,17.4912,157.5383
0.067933,pieces/m3,0.005-1,0.33,17.9596,157.078
0.023471,pieces/m3,0.005-1,0.33,32.8112,156.4986
0.05016,pieces/m3,0.005-1,0.33,19.4321,156.1433
0.082536,pieces/m3,0.005-1,0.33,19.6586,155.1127
0.169812,pieces/m3,0.005-1,0.33,20.5115,155.1814
0.024289,pieces/m3,0.005-1,0.33,21.5837,155.3391
0.345741,pieces/m3,0.005-1,0.33,22.4588,155.2998
0.142847,pieces/m3,0.005-1,0.33,23.4111,155.2311
0.188329,pieces/m3,0.005-1,0.33,24.2949,155.0853
0.251981,pieces/m3,0.005-1,0.33,25.099,154.157
0.050907,pieces/m3,0.005-1,0.33,25.7062,153.2397
0.382521,pieces/m3,0.005-1,0.33,26.3517,152.2958
0.237793,pieces/m3,0.005-1,0.33,27.0833,151.3647
3.907992,pieces/m3,1-10,0.33,27.8482,150.2578
0.252171,pieces/m3,0.005-1,0.33,28.5588,149.3047
2.381986,pieces/m3,1-10,0.33,29.7272,148.0468
0.627065,pieces/m3,0.005-1,0.33,33.2582,151.1831
0.394404,pieces/m3,0.005-1,0.33,32.0859,153.1712
0.169271,pieces/m3,0.005-1,0.33,31.2728,155.3199
0.180903,pieces/m3,0.005-1,0.33,30.7313,157.7742
0.417249,pieces/m3,0.005-1,0.33,30.191,160.4028
0.098196,pieces/m3,0.005-1,0.33,30.4448,163.3177
0.308357,pieces/m3,0.005-1,0.33,30.4993,166.0763
0.600285,pieces/m3,0.005-1,0.33,30.077,168.133
0.184778,pieces/m3,0.005-1,0.33,29.1979,169.8263
0.22878,pieces/m3,0.005-1,0.33,29.4129,172.0143
0.925087,pieces/m3,0.005-1,0.33,28.4783,175.315
0.398483,pieces/m3,0.005-1,0.33,30.2817,-176.8333
0.450485,pieces/m3,0.005-1,0.33,31.1333,-174.3002
0.013627,pieces/m3,0.005-1,0.33,-33.1342,-81.2382
