sci_name,presence,origin,seasonal,lon,lat,redlistCategory
Corydoras simulatus,1,1,1,-72.981382,4.063986,VU
Corydoras simulatus,1,1,1,-72.95,4.1,VU
Corydoras simulatus,1,1,1,-71.4558333,5.9380556,VU
Corydoras simulatus,1,1,1,-71.455833,5.938056,VU
Corydoras simulatus,1,1,1,-71.486667,5.934167,VU
Corydoras simulatus,1,1,1,-71.4866667,5.9341667,VU
Corydoras simulatus,1,1,1,-73.5704,3.992518,VU
Corydoras simulatus,1,1,1,-73.172839,4.051185,VU
Corydoras simulatus,1,1,1,-73.111162,4.112508,VU
Corydoras simulatus,1,1,1,-73.111527,4.088768,VU
Corydoras simulatus,1,1,1,-73.110905,4.079998,VU
Corydoras simulatus,1,1,1,-71.536667,6.016111,VU
Corydoras simulatus,1,1,1,-71.5366667,6.0161111,VU
Farlowella colombiensis,1,1,1,-73.042453,4.680723,VU
Farlowella colombiensis,1,1,1,-73.124944,4.916379,VU
Farlowella colombiensis,1,1,1,-72.92,3.23,VU
Farlowella colombiensis,1,1,1,-72.922661,3.232938,VU
Farlowella colombiensis,1,1,1,-73.613764,3.663836,VU
Farlowella colombiensis,1,1,1,-73.46,3.89,VU
Farlowella colombiensis,1,1,1,-73.45,3.89,VU
Farlowella colombiensis,1,1,1,-73.51,3.91,VU
Farlowella colombiensis,1,1,1,-73.47,3.89,VU
Farlowella colombiensis,1,1,1,-73.47,3.9,VU
Farlowella colombiensis,1,1,1,-73.052409,4.736239,VU
Farlowella colombiensis,1,1,1,-73.74,2.47,VU
Farlowella colombiensis,1,1,1,-72.68,4.92,VU
Farlowella colombiensis,1,1,1,-73.61,3.66,VU
Farlowella colombiensis,1,1,1,-73.31,4.74,VU
Farlowella colombiensis,1,1,1,-73.06546,4.8415,VU
Farlowella colombiensis,1,1,1,-73.216636,4.79805,VU
Farlowella colombiensis,1,1,1,-73.30855556,4.74069444,VU
Farlowella colombiensis,1,1,1,-73.155917,4.830278,VU
Farlowella colombiensis,1,1,1,-73.16372,4.85008,VU
Farlowella colombiensis,1,1,1,-73.12725,4.83298,VU
Farlowella colombiensis,1,1,1,-73.167194,4.825083,VU
Farlowella colombiensis,1,1,1,-73.7050694,4.0793167,VU
Farlowella colombiensis,1,1,1,-73.705069,4.079317,VU
Farlowella colombiensis,1,1,1,-73.074417,4.820472,VU
Farlowella colombiensis,1,1,1,-73.686738,3.969444,VU
Amphidromus cognatus,1,1,1,130.65,-11.4333,EN
Amphidromus cognatus,1,1,1,130.656461,-11.379203,EN
Pentaphlebia gamblesi,1,1,1,9.377779,6.379924,CR
Calopteryx exul,1,1,1,8.737419,36.6909078,EN
Calopteryx exul,1,1,1,-5.3923971,35.4297193,EN
Calopteryx exul,1,1,1,-5.3616789,35.5585961,EN
Calopteryx exul,1,1,1,-5.3081038,35.1938422,EN
Calopteryx exul,1,1,1,-5.2850994,35.1168956,EN
Calopteryx exul,1,1,1,-5.288783,35.118423,EN
Calopteryx exul,1,1,1,-5.410987,33.0661207,EN
Calopteryx exul,1,1,1,7.3086682,36.441908,EN
Calopteryx exul,1,1,1,7.3100142,36.2411001,EN
Calopteryx exul,1,1,1,7.31089,36.44277,EN
Calopteryx exul,1,1,1,7.31969,36.22596,EN
Calopteryx exul,1,1,1,7.33965,36.46139,EN
Calopteryx exul,1,1,1,7.3853192,36.4733006,EN
Calopteryx exul,1,1,1,7.6177486,36.4171634,EN
Calopteryx exul,1,1,1,9.04969,36.80174,EN
Calopteryx exul,1,1,1,9.1137318,36.902453,EN
Calopteryx exul,6,1,1,6.613512,36.345514,EN
Calopteryx exul,6,1,1,6.2628537,35.4879941,EN
Calopteryx exul,6,1,1,2.7643805,36.3583669,EN
Calopteryx exul,6,1,1,6.6549677,36.3285801,EN
Calopteryx exul,6,1,1,-1.3430588,34.6359078,EN
Calopteryx exul,6,1,1,3.1203583,36.706744,EN
Calopteryx exul,6,1,1,6.6136505,36.140609,EN
Calopteryx exul,6,1,1,-4.9512035,32.884506,EN
Calopteryx exul,6,1,1,8.6992702,36.643252,EN
Calopteryx exul,6,1,1,-5.3128225,35.1985483,EN
Calopteryx exul,6,1,1,-5.114456,33.5509777,EN
Calopteryx exul,6,1,1,-5.0717848,33.1766742,EN
Calopteryx exul,6,1,1,-4.925613,34.642891,EN
Calopteryx exul,6,1,1,-4.9216063,34.0698348,EN
Calopteryx exul,6,1,1,-4.5724114,34.0932556,EN
Calopteryx exul,6,1,1,-4.3874871,32.0700359,EN
Calopteryx exul,6,1,1,-2.0507902,34.5023385,EN
Calopteryx exul,6,1,1,9.4330867,36.7333713,EN
Calopteryx exul,6,1,1,9.3673073,36.8159333,EN
Calopteryx exul,6,1,1,9.3943367,36.7045687,EN
Calopteryx exul,6,1,1,-5.9664668,31.4654731,EN
Calopteryx exul,6,1,1,-5.7909319,33.2303907,EN
Calopteryx exul,6,1,1,-5.2346159,33.4532855,EN
Calopteryx exul,6,1,1,9.0941356,36.9582033,EN
Umma declivium,1,1,1,35.41508,-11.5539,VU
Umma declivium,1,1,1,36.56443,-16.29336,VU
Umma declivium,1,1,1,36.979519,-6.849,VU
Umma declivium,1,1,1,36.979519,-6.833255,VU
Umma declivium,1,1,1,37.502477,-6.18009,VU
Umma declivium,1,1,1,37.636424,-6.792776,VU
Umma declivium,1,1,1,37.784,-7.034823,VU
Umma declivium,1,1,1,38.3833,-4.6,VU
Umma declivium,1,1,1,38.62861,-5.095361,VU
Umma declivium,1,1,1,38.6333,-5.1,VU
Umma declivium,1,1,1,37.6333,-7.0333,VU
Umma declivium,1,1,1,37.6926,-7.15259,VU
Umma declivium,1,1,1,34.16665,-11.8338,VU
Umma declivium,1,1,1,36.88605556,-7.84836111,VU
Umma declivium,1,1,1,36.89997222,-7.76641667,VU
Umma declivium,1,1,1,38.64927778,-5.09913889,VU
Umma declivium,1,1,1,38.6,-5.1,VU
Umma declivium,1,1,1,38.65206,-5.10009,VU
Umma declivium,1,1,1,38.597,-5.105,VU
Umma declivium,1,1,1,38.63,-5.09,VU
Umma declivium,1,1,1,38.667,-5.113,VU
Umma mesumbei,1,1,1,9.6946,4.8456,EN
Umma mesumbei,1,1,1,9.697,4.9862,EN
Umma mesumbei,1,1,1,9.2939,6.0316,EN
Umma mesumbei,1,1,1,9.76054,4.848911,EN
Umma mesumbei,1,1,1,9.95563,4.909416,EN
Stenocypha jacksoni,1,1,1,29.6083,-0.991667,NT
Stenocypha jacksoni,1,1,1,29.7567,-1.04833,NT
Stenocypha jacksoni,1,1,1,29.110007,-2.475041,NT
Stenocypha jacksoni,1,1,1,29.608,-1.0483,NT
Stenocypha jacksoni,1,1,1,29.8575,-1.057222,NT
Stenocypha jacksoni,1,1,1,29.865697,-1.050412,NT
Stenocypha jacksoni,1,1,1,29.7504,-1.0478,NT
Stenocypha jacksoni,1,1,1,28.856,-2.0988,NT
Stenocypha jacksoni,1,1,1,29.3667,-2.375,NT
Stenocypha jacksoni,1,1,1,29.5167,-1.2333,NT
Stenocypha jacksoni,1,1,1,29.1558,-3.5564,NT
Stenocypha jacksoni,1,1,1,28.6667,-2.15,NT
Stenocypha jacksoni,1,1,1,29.768,-1.0678,NT
Stenocypha molindica,1,1,1,29.6083,-0.991667,NT
Stenocypha molindica,1,1,1,29.7278,-0.883167,NT
Stenocypha molindica,1,1,1,30.093159,0.831501,NT
Stenocypha molindica,1,1,1,29.5908,0.4741,NT
Stenocypha molindica,1,1,1,29.7197,-0.9222,NT
Stenocypha molindica,1,1,1,29.32,-1.08,NT
Stenocypha molindica,1,1,1,29.691,-0.9608,NT
Stenocypha molindica,1,1,1,29.63493,-0.967307,NT
Stenocypha molindica,1,1,1,29.638131,-0.93986,NT
Stenocypha molindica,1,1,1,30.287349,0.483257,NT
Stenocypha molindica,1,1,1,29.600235,-0.967431,NT
Stenocypha molindica,1,1,1,29.608,-1.0483,NT
Stenocypha molindica,1,1,1,29.7881,-0.94527,NT
Stenocypha molindica,1,1,1,29.7,0.75,NT
Stenocypha molindica,1,1,1,28.9667,-5.4333,NT
Stenocypha molindica,1,1,1,28.3653,-2.6547,NT
Stenocypha molindica,1,1,1,28.5667,-2.0667,NT
Stenocypha molindica,1,1,1,28.463,-1.9078,NT
Chlorocypha schmidti,1,1,1,29.5908,0.4741,EN
Chlorocypha schmidti,1,1,1,29.66485,0.98617,EN
Chlorocypha schmidti,1,1,1,29.8371,1.212533,EN
Chlorocypha schmidti,1,1,1,29.8167,1.2167,EN
Chlorocypha schmidti,1,1,1,28.463,-1.9078,EN
Platycypha amboniensis,1,1,1,37.04622222,-0.34263889,CR
Platycypha amboniensis,6,1,1,36.370826,0.043602,CR
Platycypha amboniensis,6,1,1,36.536949,0.264013,CR
Platycypha amboniensis,6,1,1,36.8665,0.5156,CR
Platycypha amboniensis,6,1,1,36.939124,-0.41256,CR
Platycypha amboniensis,6,1,1,37.03577,-0.10678,CR
Platycypha amboniensis,6,1,1,37.297456,-0.35196,CR
Platycypha auripes,1,1,1,37.636424,-6.792776,EN
Platycypha auripes,1,1,1,37.784,-7.034823,EN
Platycypha auripes,1,1,1,38.3833,-4.6,EN
Platycypha auripes,1,1,1,38.6333,-5.1,EN
Platycypha auripes,1,1,1,38.65206,-5.10009,EN
Platycypha auripes,1,1,1,36.89997222,-7.76641667,EN
Platycypha auripes,1,1,1,38.64927778,-5.09913889,EN
Platycypha auripes,1,1,1,38.36,-5.1,EN
Platycypha auripes,1,1,1,38.62861111,-5.09536111,EN
Platycypha auripes,1,1,1,38.65108333,-5.09805556,EN
Platycypha auripes,1,1,1,38.6,-5.1,EN
Platycypha auripes,1,1,1,38.597,-5.105,EN
Platycypha auripes,1,1,1,38.615,-5.139,EN
Platycypha auripes,1,1,1,38.63,-5.09,EN
Platycypha auripes,1,1,1,38.667,-5.113,EN
Platycypha auripes,1,1,1,36.901379,-7.768296,EN
Platycypha pinheyi,1,1,1,29.632506,-4.670097,NT
Platycypha pinheyi,1,1,1,29.145,-3.4106,NT
Platycypha pinheyi,1,1,1,29.1514,-3.5442,NT
Platycypha pinheyi,1,1,1,29.145832,-3.406667,NT
Platycypha pinheyi,1,1,1,29.59831,-4.91057,NT
Platycypha pinheyi,1,1,1,29.61,-4.86,NT
Platycypha pinheyi,1,1,1,29.62261,-4.88018,NT
Platycypha pinheyi,1,1,1,31.193299,-8.654994,NT
Platycypha pinheyi,6,1,1,30.57249,-6.1753,NT
Agriocnemis palaeforma,1,1,1,29.7278,-0.883167,VU
Agriocnemis palaeforma,1,1,1,30.486667,0.14175,VU
Agriocnemis palaeforma,1,1,1,30.337,0.51,VU
Agriocnemis palaeforma,1,1,1,30.933058,-0.656516,VU
Agriocnemis palaeforma,1,1,1,32.05607,0.410457,VU
Agriocnemis palaeforma,1,1,1,30.9476,-0.6725,VU
Agriocnemis palaeforma,1,1,1,31.96215,0.423483,VU
Agriocnemis palaeforma,1,1,1,31.309729,-0.562004,VU
Agriocnemis palaeforma,1,1,1,31.874551,-0.361093,VU
Agriocnemis palaeforma,1,1,1,29.608,-1.0483,VU
Agriocnemis palaeforma,1,1,1,33.140498,0.387133,VU
Agriocnemis palaeforma,1,1,1,30.406443,0.407254,VU
Agriocnemis palaeforma,1,1,1,31.866827,-0.36833,VU
Azuragrion granti,1,1,1,53.94738,12.48665,NT
Azuragrion granti,1,1,1,54.1237052,12.6267535,NT
Azuragrion granti,1,1,1,54.1825886,12.5758689,NT
Azuragrion granti,1,1,1,54.0166542,12.6568515,NT
Azuragrion granti,1,1,1,54.0174405,12.5726888,NT
Azuragrion granti,1,1,1,54.062122,12.665602,NT
Azuragrion granti,1,1,1,54.14,12.6069444,NT
Azuragrion granti,1,1,1,54.140336,12.60697,NT
Azuragrion granti,1,1,1,53.9853312,12.5189543,NT
Azuragrion granti,1,1,1,53.97861111,12.61111111,NT
Azuragrion granti,1,1,1,53.9911,12.493,NT
Azuragrion granti,1,1,1,54.00388889,12.55222222,NT
Azuragrion granti,1,1,1,54.00972222,12.46944444,NT
Azuragrion granti,1,1,1,54.03583333,12.53555556,NT
Azuragrion granti,1,1,1,54.08027778,12.51944444,NT
Azuragrion granti,1,1,1,54.15611111,12.43638889,NT
Azuragrion granti,1,1,1,54.17138889,12.51611111,NT
Azuragrion granti,1,1,1,54.19444444,12.43333333,NT
Azuragrion granti,1,1,1,54.26138889,12.52222222,NT
Azuragrion granti,1,1,1,53.9953652,12.5989483,NT
Azuragrion granti,1,1,1,54.0024182,12.5285309,NT
Ceriagrion citrinum,1,1,1,3.4204,6.4412,EN
Ceriagrion citrinum,1,1,1,3.34939,6.5477,EN
Ceriagrion citrinum,1,1,1,5.4564,6.3266,EN
Ceriagrion citrinum,1,1,1,3.359,6.5994,EN
Ceriagrion citrinum,1,1,1,5.82084,6.076919,EN
Ceriagrion citrinum,1,1,1,2.28333333,7.03333333,EN
Ceriagrion citrinum,1,1,1,2.36666667,6.9,EN
Ceriagrion citrinum,6,1,1,8.395,4.9805,EN
Coryphagrion grandis,1,1,1,37.784,-7.034823,VU
Coryphagrion grandis,1,1,1,39.0837,-6.885,VU
Coryphagrion grandis,1,1,1,39.168529,-4.776251,VU
Coryphagrion grandis,1,1,1,39.4103,-4.20127,VU
Coryphagrion grandis,1,1,1,39.56,-3.916,VU
Coryphagrion grandis,1,1,1,39.963393,-3.361354,VU
Coryphagrion grandis,1,1,1,39.98555556,-3.30294444,VU
Coryphagrion grandis,1,1,1,37.80302778,-7.01827778,VU
Coryphagrion grandis,1,1,1,39.26666667,-4.21666667,VU
Coryphagrion grandis,1,1,1,39.40175,-4.44258333,VU
Coryphagrion grandis,1,1,1,39.45,-4.38333333,VU
Coryphagrion grandis,1,1,1,39.45019444,-4.21202778,VU
Coryphagrion grandis,1,1,1,39.51666667,-4.31666667,VU
Coryphagrion grandis,1,1,1,36.89997222,-7.76641667,VU
Coryphagrion grandis,1,1,1,38.65108333,-5.09805556,VU
Coryphagrion grandis,1,1,1,38.65822222,-8.24188889,VU
Coryphagrion grandis,1,1,1,38.95697222,-8.31161111,VU
Coryphagrion grandis,1,1,1,39.04688889,-8.31938889,VU
Coryphagrion grandis,1,1,1,38.689,-5.107,VU
Coryphagrion grandis,1,1,1,38.63,-5.09,VU
Ischnura abyssinica,1,1,1,38.28468,9.01762,NT
Ischnura abyssinica,1,1,1,38.2847,9.01762,NT
Ischnura abyssinica,1,1,1,38.2994,11.743,NT
Ischnura abyssinica,6,1,1,41.8711,9.58804,NT
Ischnura abyssinica,6,1,1,41.871131,9.588044,NT
Ischnura abyssinica,6,1,1,42.745235,9.59648,NT
Ischnura abyssinica,6,1,1,38.78,8.88,NT
Ischnura abyssinica,6,1,1,38.857477,8.538534,NT
Ischnura abyssinica,6,1,1,38.7897,8.8837,NT
Ischnura abyssinica,6,1,1,42.006,9.4029,NT
Oreocnemis phoenix,1,1,1,35.64128,-15.90256,EN
Oreocnemis phoenix,1,1,1,35.65,-15.9833,EN
Oreocnemis phoenix,1,1,1,35.6515,-15.947,EN
Oreocnemis phoenix,1,1,1,35.668205,-15.883989,EN
Oreocnemis phoenix,1,1,1,35.54,-15.91,EN
Oreocnemis phoenix,1,1,1,35.59214,-15.88994,EN
Oreocnemis phoenix,1,1,1,35.6088,-15.8807,EN
Oreocnemis phoenix,1,1,1,35.62175,-15.87643,EN
Oreocnemis phoenix,1,1,1,35.485,-15.95,EN
Oreocnemis phoenix,1,1,1,35.5205,-15.9368,EN
Oreocnemis phoenix,1,1,1,35.5253,-15.9787,EN
Oreocnemis phoenix,1,1,1,35.5428,-15.9708,EN
Oreocnemis phoenix,1,1,1,35.56,-15.97,EN
Oreocnemis phoenix,1,1,1,35.5688,-15.9955,EN
Oreocnemis phoenix,1,1,1,35.58,-15.9,EN
Oreocnemis phoenix,1,1,1,35.59333,-15.923,EN
Chlorolestes apricans,1,1,1,27.43,-32.57,EN
Chlorolestes apricans,1,1,1,27.386255,-32.632949,EN
Chlorolestes apricans,1,1,1,27.403,-32.573,EN
Chlorolestes apricans,1,1,1,27.43,-32.591,EN
Chlorolestes apricans,1,1,1,27.43276,-32.5697,EN
Chlorolestes apricans,1,1,1,27.451083,-32.60655,EN
Chlorolestes apricans,1,1,1,27.45191,-32.59899,EN
Chlorolestes apricans,1,1,1,26.94081277,-32.59586764,EN
Chlorolestes apricans,1,1,1,26.94086105,-32.59591736,EN
Chlorolestes apricans,1,1,1,26.949,-32.599,EN
Chlorolestes apricans,1,1,1,26.94082,-32.59604,EN
Chlorolestes apricans,1,1,1,26.94475,-32.50922,EN
Chlorolestes apricans,6,1,1,26.28333333,-32.31666667,EN
Chlorolestes apricans,6,1,1,26.51666667,-32.46666667,EN
Chlorolestes apricans,6,1,1,26.88333333,-32.7,EN
Chlorolestes apricans,6,1,1,26.9,-32.58333333,EN
Chlorolestes apricans,6,1,1,26.91666667,-32.36666667,EN
Chlorolestes apricans,6,1,1,26.93333333,-32.63333333,EN
Chlorolestes apricans,6,1,1,26.96666667,-32.51666667,EN
Chlorolestes apricans,6,1,1,26.98333333,-32.56666667,EN
Chlorolestes apricans,6,1,1,27.35,-32.65,EN
Chlorolestes apricans,6,1,1,27.4167,-32.5667,EN
Chlorolestes apricans,6,1,1,27.36666667,-32.31666667,EN
Chlorolestes elegans,1,1,1,30.003,-24.004,NT
Chlorolestes elegans,1,1,1,29.88333333,-23.91666667,NT
Chlorolestes elegans,1,1,1,32.6833,-18.8833,NT
Chlorolestes elegans,1,1,1,32.75,-18.9,NT
Chlorolestes elegans,1,1,1,30.08333333,-23.6,NT
Chlorolestes elegans,1,1,1,30.14,-23.69,NT
Chlorolestes elegans,1,1,1,32.71659,-19.11149,NT
Chlorolestes elegans,1,1,1,32.74,-18.23,NT
Chlorolestes elegans,1,1,1,32.74,-19.105,NT
Chlorolestes elegans,1,1,1,32.995,-19.827,NT
Chlorolestes elegans,1,1,1,29.96666667,-23.88333333,NT
Chlorolestes elegans,1,1,1,29.98,-23.83,NT
Chlorolestes elegans,1,1,1,32.75,-18.25,NT
Chlorolestes elegans,1,1,1,32.95,-19.71667,NT
Chlorolestes elegans,1,1,1,33.0,-19.76667,NT
Chlorolestes elegans,1,1,1,35.65621,-15.93033,NT
Chlorolestes elegans,1,1,1,35.609452,-15.895585,NT
Chlorolestes elegans,1,1,1,35.62175,-15.87643,NT
Chlorolestes elegans,1,1,1,32.746,-18.35,NT
Chlorolestes elegans,1,1,1,30.0,-23.78333333,NT
Chlorolestes elegans,1,1,1,37.0613,-15.3668,NT
Chlorolestes elegans,1,1,1,29.97,-23.91,NT
Chlorolestes elegans,1,1,1,35.5448,-15.9583,NT
Chlorolestes elegans,1,1,1,29.93333333,-24.01666667,NT
Chlorolestes elegans,1,1,1,29.97185,-23.805867,NT
Chlorolestes elegans,1,1,1,29.97667,-23.8,NT
Chlorolestes elegans,1,1,1,30.00794444,-23.81411111,NT
Chlorolestes elegans,1,1,1,32.80346,-18.18311,NT
Chlorolestes elegans,1,1,1,33.029,-19.784,NT
Ecchlorolestes peringueyi,1,1,1,19.33333333,-33.68333333,NT
Ecchlorolestes peringueyi,1,1,1,19.3,-33.35,NT
Ecchlorolestes peringueyi,1,1,1,18.85,-33.92,NT
Ecchlorolestes peringueyi,1,1,1,19.1,-33.73,NT
Ecchlorolestes peringueyi,1,1,1,19.13333333,-33.6,NT
Ecchlorolestes peringueyi,1,1,1,19.08333333,-33.71666667,NT
Ecchlorolestes peringueyi,1,1,1,19.11666667,-33.73333333,NT
Ecchlorolestes peringueyi,1,1,1,18.95,-34.31666667,NT
Ecchlorolestes peringueyi,1,1,1,18.96666667,-34.31666667,NT
Ecchlorolestes peringueyi,1,1,1,18.91,-34.35,NT
Ecchlorolestes peringueyi,1,1,1,18.91666667,-34.33333333,NT
Ecchlorolestes peringueyi,1,1,1,18.96666667,-33.98333333,NT
Ecchlorolestes peringueyi,1,1,1,18.98333333,-33.98333333,NT
Ecchlorolestes peringueyi,1,1,1,19.06666667,-33.0,NT
Ecchlorolestes peringueyi,1,1,1,19.1,-33.71666667,NT
Ecchlorolestes peringueyi,1,1,1,19.1,-33.6166667,NT
Ecchlorolestes peringueyi,1,1,1,19.13333333,-33.58333333,NT
Ecchlorolestes peringueyi,1,1,1,19.15,-32.35,NT
Ecchlorolestes peringueyi,1,1,1,19.28333333,-33.41666667,NT
Ecchlorolestes peringueyi,1,1,1,19.03778315,-34.05061431,NT
Ecchlorolestes peringueyi,1,1,1,18.96,-33.98,NT
Ecchlorolestes peringueyi,1,1,1,18.98963,-34.00018,NT
Ecchlorolestes peringueyi,1,1,1,18.99596,-32.16648,NT
Ecchlorolestes peringueyi,1,1,1,19.107,-33.64,NT
Ecchlorolestes peringueyi,1,1,1,19.16013,-33.93918,NT
Ecchlorolestes peringueyi,4,1,1,19.35,-33.44,NT
Spesbona angusta,1,1,1,19.158,-33.925,EN
Spesbona angusta,1,1,1,19.2,-33.95,EN
Spesbona angusta,1,1,1,19.18333333,-34.0,EN
Spesbona angusta,1,1,1,19.154706,-33.94201062,EN
Spesbona angusta,1,1,1,19.173921,-33.976558,EN
Spesbona angusta,1,1,1,19.175,-33.97,EN
Spesbona angusta,1,1,1,19.18135643,-33.98835627,EN
Spesbona angusta,6,1,1,19.3,-33.35,EN
Ceratogomphus triceraticus,1,1,1,19.56666667,-33.5,NT
Ceratogomphus triceraticus,1,1,1,19.2,-33.95,NT
Ceratogomphus triceraticus,1,1,1,23.13333333,-33.65,NT
Ceratogomphus triceraticus,1,1,1,18.43333333,-33.71666667,NT
Ceratogomphus triceraticus,1,1,1,19.06666667,-32.36666667,NT
Ceratogomphus triceraticus,1,1,1,19.08333333,-33.71666667,NT
Ceratogomphus triceraticus,1,1,1,19.445,-33.629,NT
Ceratogomphus triceraticus,1,1,1,19.68777778,-33.75361111,NT
Ceratogomphus triceraticus,1,1,1,19.0,-32.0,NT
Ceratogomphus triceraticus,1,1,1,20.43333333,-34.0,NT
Ceratogomphus triceraticus,1,1,1,19.26666667,-33.96666667,NT
Ceratogomphus triceraticus,1,1,1,19.3044,-33.9904,NT
Ceratogomphus triceraticus,1,1,1,21.42,-33.45,NT
Ceratogomphus triceraticus,1,1,1,19.13333333,-33.58333333,NT
Ceratogomphus triceraticus,1,1,1,19.1,-33.6166667,NT
Ceratogomphus triceraticus,1,1,1,19.124994,-33.593334,NT
Ceratogomphus triceraticus,1,1,1,19.257033,-32.403616,NT
Ceratogomphus triceraticus,1,1,1,19.28095,-32.5412,NT
Ceratogomphus triceraticus,1,1,1,19.28333333,-32.53333333,NT
Ceratogomphus triceraticus,1,1,1,19.332417,-32.500167,NT
Ceratogomphus triceraticus,1,1,1,19.35,-32.53333333,NT
Ceratogomphus triceraticus,1,1,1,19.4,-32.31666667,NT
Ceratogomphus triceraticus,1,1,1,23.63861111,-33.95583333,NT
Ceratogomphus triceraticus,1,1,1,18.75833333,-31.87305556,NT
Ceratogomphus triceraticus,1,1,1,18.92748803,-34.34975658,NT
Ceratogomphus triceraticus,1,1,1,18.96283,-34.31542,NT
Phyllomacromia lamottei,1,1,1,-8.83333333,5.33333333,NT
Phyllomacromia lamottei,1,1,1,-8.414625,5.411114,NT
Phyllomacromia lamottei,1,1,1,-8.40388889,7.72888889,NT
Phyllomacromia lamottei,1,1,1,-8.19024,5.65626,NT
Phyllomacromia lamottei,1,1,1,-8.697,7.509,NT
Phyllomacromia lamottei,6,1,1,-8.817662,7.753789,NT
Neodythemis nyungwe,1,1,1,29.131174,-2.49027,VU
Neodythemis nyungwe,1,1,1,29.02806,-2.5694,VU
Urothemis luciana,1,1,1,32.41,-28.39,NT
Urothemis luciana,1,1,1,32.51666667,-28.18333333,NT
Urothemis luciana,1,1,1,32.81666667,-26.95,NT
Urothemis luciana,1,1,1,32.879,-26.623,NT
Urothemis luciana,1,1,1,35.90794,-18.24922,NT
Urothemis luciana,1,1,1,32.43421555,-28.31897455,NT
Urothemis luciana,1,1,1,32.43498802,-28.33600659,NT
Urothemis luciana,1,1,1,32.44891,-28.30869,NT
Urothemis luciana,1,1,1,32.45364,-28.30472,NT
Urothemis luciana,1,1,1,32.46278,-28.28465,NT
Urothemis luciana,1,1,1,32.47395,-28.25946,NT
Metacnemis valida,1,1,1,27.41666667,-32.6,EN
Metacnemis valida,1,1,1,27.43,-32.57,EN
Metacnemis valida,1,1,1,27.65166667,-32.85277778,EN
Metacnemis valida,1,1,1,27.65555556,-32.84083333,EN
Metacnemis valida,1,1,1,26.49361111,-33.39361111,EN
Metacnemis valida,1,1,1,27.451083,-32.60655,EN
Metacnemis valida,1,1,1,27.43276,-32.5697,EN
Metacnemis valida,1,1,1,27.45223492,-32.59937469,EN
Metacnemis valida,1,1,1,26.94727,-32.4845,EN
Metacnemis valida,1,1,1,27.45191,-32.59899,EN
Metacnemis valida,6,1,1,25.23333333,-33.91666667,EN
Metacnemis valida,6,1,1,26.08333333,-32.68333333,EN
Metacnemis valida,6,1,1,27.41666667,-32.86666667,EN
Metacnemis valida,6,1,1,26.53333333,-33.3,EN
Metacnemis valida,6,1,1,27.88333333,-33.01666667,EN
Metacnemis valida,6,1,1,27.91354,-32.96798,EN
Metacnemis valida,6,1,1,24.52916667,-33.65277778,EN
Ischnura gemina,1,1,1,-122.41064,37.65714,EN
Ischnura gemina,1,1,1,-123.06611,38.31103,EN
Ischnura gemina,1,1,1,-122.33221,37.58754,EN
Ischnura gemina,1,1,1,-122.3307,37.58525,EN
Ischnura gemina,1,1,1,-122.33053,37.58696,EN
Ischnura gemina,1,1,1,-122.32942,37.58781,EN
Ischnura gemina,1,1,1,-122.9946,38.30832,EN
Ischnura gemina,1,1,1,-122.97409,38.31147,EN
Ischnura gemina,1,1,1,-122.97014,38.30805,EN
Ischnura gemina,1,1,1,-122.80863,38.37651,EN
Ischnura gemina,1,1,1,-122.47723,37.8096,EN
Ischnura gemina,1,1,1,-122.47483,37.80898,EN
Ischnura gemina,1,1,1,-122.86877,38.31351,EN
Ischnura gemina,1,1,1,-122.85513,38.3103,EN
Libellula jesseana,1,1,1,-81.74038,29.60527,VU
Libellula jesseana,1,1,1,-85.67069,30.61316,VU
Libellula jesseana,1,1,1,-81.85794,29.97676,VU
Libellula jesseana,1,1,1,-85.77111,30.49107,VU
Libellula jesseana,1,1,1,-85.58348,30.42603,VU
Libellula jesseana,1,1,1,-81.67425,29.10363,VU
Libellula jesseana,1,1,1,-81.65065,29.10457,VU
Libellula jesseana,1,1,1,-81.49307,27.98323,VU
Libellula jesseana,1,1,1,-81.96145,29.84753,VU
Cordulegaster sarracenia,1,1,1,-94.3362,30.5823,EN
Cordulegaster sarracenia,1,1,1,-95.88893,31.98289,EN
Cordulegaster sarracenia,1,1,1,-94.27998,31.07133,EN
Cordulegaster sarracenia,1,1,1,-94.27974,31.07351,EN
Cordulegaster sarracenia,1,1,1,-94.27974,31.07361,EN
Cordulegaster sarracenia,1,1,1,-94.27939,31.0639,EN
Cordulegaster sarracenia,1,1,1,-94.2791,31.0637,EN
Cordulegaster sarracenia,1,1,1,-94.27697,31.07162,EN
Cordulegaster sarracenia,1,1,1,-94.2839,31.05983,EN
Cordulegaster sarracenia,1,1,1,-94.27988,31.06311,EN
Cordulegaster sarracenia,1,1,1,-94.27912,31.06327,EN
Cordulegaster sarracenia,1,1,1,-93.79774,31.1394,EN
Cordulegaster sarracenia,1,1,1,-93.07622,31.48323,EN
Cordulegaster sarracenia,1,1,1,-93.07568,31.48353,EN
Cordulegaster sarracenia,1,1,1,-93.07553,31.48324,EN
Cordulegaster sarracenia,1,1,1,-93.0751,31.4831,EN
Cordulegaster sarracenia,1,1,1,-93.06547,31.48698,EN
Cordulegaster sarracenia,1,1,1,-93.6446,31.17361,EN
Cordulegaster sarracenia,1,1,1,-93.07442,31.483,EN
